hub,site,observerPc,date,startTimePc,timePc,speciesPc,species_format,distancePc,countPc,detectionPc,notesPc
DC,DAVIKELVA1,JLM,7/16/2016,7:06,5,NOCA,NOCA,0-10,1,Both,.
DC,DAVIKELVA1,JLM,7/16/2016,7:06,5,TUTI,TUTI,0-10,1,Both,.
DC,MAZUJENMD1,mar,7/18/2016,6:54,3,AMRO,AMRO,41-50,2,Auditory,.
DC,MAZUJENMD1,mar,7/18/2016,6:54,3,CACH,CACH,31-40,1,Auditory,.
DC,MAZUJENMD1,mar,7/18/2016,6:54,3,AMGO,AMGO,21-30,1,Auditory,.
DC,MAZUJENMD1,mar,7/18/2016,6:54,3,WBNU,WBNU,41-50,1,Auditory,.
DC,MAZUJENMD1,mar,7/18/2016,6:54,2,NOCA,NOCA,31-40,1,Visual,.
DC,MAZUJENMD1,mar,7/18/2016,6:54,2,NOCA,NOCA,31-40,1,Auditory,.
DC,MAZUJENMD1,mar,7/18/2016,6:54,2,EAPH,EAPH,41-50,1,Auditory,.
DC,MAZUJENMD1,mar,7/18/2016,6:54,5,DOWO,DOWO,21-30,1,Auditory,.
DC,MAZUJENMD1,mar,7/18/2016,6:54,5,NOCA,NOCA,21-30,1,Visual,.
DC,MAZUJENMD1,mar,7/18/2016,6:54,5,REVI,REVI,41-50,1,Auditory,.
DC,MAZUJENMD1,mar,7/18/2016,6:54,5,NOCA,NOCA,41-50,2,Visual,.
DC,ZEMKSYDVA1,KPK,7/16/2016,7:01,5,NOCA,NOCA,21-30,1,Auditory,.
DC,ZEMKSYDVA1,KPK,7/16/2016,7:01,5,NOCA,NOCA,31-40,1,Auditory,.
DC,ZEMKSYDVA1,KPK,7/16/2016,7:01,5,HOWR,HOWR,41-50,1,Auditory,.
DC,ZEMKSYDVA1,KPK,7/16/2016,7:01,5,WBNU,WBNU,31-40,1,Auditory,.
DC,ZEMKSYDVA1,KPK,7/16/2016,7:01,5,BLJA,BLJA,41-50,1,Auditory,.
DC,ZEMKSYDVA1,KPK,7/16/2016,7:01,5,GRCA,GRCA,21-30,1,Visual,.
DC,ZEMKSYDVA1,KPK,7/16/2016,7:01,2,HOSP,HOSP,21-30,2,Visual,.
DC,ZEMKSYDVA1,KPK,7/16/2016,7:01,5,GRCA,GRCA,31-40,1,Visual,.
DC,ZEMKSYDVA1,KPK,7/16/2016,7:01,5,SOSP,SOSP,41-50,1,Visual,.
DC,ZEMKSYDVA1,KPK,7/16/2016,7:01,5,HOSP,HOSP,0-10,3,Both,.
DC,ZEMKSYDVA1,KPK,7/16/2016,7:01,5,NOCA,NOCA,21-30,1,Auditory,.
DC,ZEMKSYDVA1,KPK,7/16/2016,7:01,5,BRTH,BRTH,31-40,1,Visual,.
DC,HUTCBARVA1,KPK,7/18/2016,.,3,NOCA,NOCA,11-20 ,1,Auditory,.
DC,HUTCBARVA1,KPK,7/18/2016,.,3,NOCA,NOCA,41-50,1,Auditory,.
DC,HUTCBARVA1,KPK,7/18/2016,.,3,CACH,CACH,31-40,1,Auditory,.
DC,HUTCBARVA1,KPK,7/18/2016,.,3,BLJA,BLJA,31-40,1,Auditory,.
DC,HUTCBARVA1,KPK,7/18/2016,.,3,MODO,MODO,21-30,1,Auditory,.
DC,HUTCBARVA1,KPK,7/18/2016,.,3,HOWR,HOWR,11-20 ,1,Auditory,.
DC,HUTCBARVA1,KPK,7/18/2016,.,3,CARW,CARW,21-30,1,Auditory,.
DC,HUTCBARVA1,KPK,7/18/2016,.,3,AMGO,AMGO,0-10,1,Auditory,.
DC,HUTCBARVA1,KPK,7/18/2016,.,2,YSFL,NOFL,41-50,1,Auditory,.
DC,HUTCBARVA1,KPK,7/18/2016,.,5,CARW,CARW,41-50,1,Auditory,.
DC,HUTCBARVA1,KPK,7/18/2016,.,5,NOCA,NOCA,31-40,1,Auditory,.
DC,BOONGREMD2,JLM,7/19/2016,6:50,3,NOCA,NOCA,11-20 ,2,Auditory,.
DC,BOONGREMD2,JLM,7/19/2016,6:50,3,TUTI,TUTI,11-20 ,1,Auditory,.
DC,BOONGREMD2,JLM,7/19/2016,6:50,3,CACH,CACH,41-50,1,Auditory,.
DC,BOONGREMD2,JLM,7/19/2016,6:50,3,CARW,CARW,11-20 ,1,Auditory,.
DC,BOONGREMD2,JLM,7/19/2016,6:50,3,HOWR,HOWR,31-40,1,Auditory,.
DC,BOONGREMD2,JLM,7/19/2016,6:50,2,CHSP,CHSP,21-30,1,Auditory,.
DC,BOONGREMD2,JLM,7/19/2016,6:50,2,DOWO,DOWO,21-30,1,Auditory,.
DC,BOONGREMD2,JLM,7/19/2016,6:50,5,REVI,REVI,31-40,1,Auditory,.
DC,BOONGREMD2,JLM,7/19/2016,6:50,5,HOFI,HOFI,11-20 ,1,Auditory,.
DC,BOONGREMD2,JLM,7/19/2016,6:50,5,RBWO,RBWO,31-40,1,Auditory,.
DC,BOONGREMD2,JLM,7/19/2016,6:50,5,SOSP,SOSP,41-50,1,Auditory,.
DC,BILLPAIDC1,MAR,7/13/2016,6:55,3,HOSP,HOSP,0-10,2,Visual,.
DC,BILLPAIDC1,MAR,7/13/2016,6:55,3,HOSP,HOSP,21-30,5,Visual,.
DC,BILLPAIDC1,MAR,7/13/2016,6:55,3,NOCA,NOCA,11-20 ,1,Visual,.
DC,BILLPAIDC1,MAR,7/13/2016,6:55,3,AMCR,AMCR,31-40,1,Visual,.
DC,BILLPAIDC1,MAR,7/13/2016,6:55,3,HOFI,HOFI,11-20 ,2,Visual,.
DC,BILLPAIDC1,MAR,7/13/2016,6:55,3,CACH,CACH,21-30,1,Auditory,.
DC,BILLPAIDC1,MAR,7/13/2016,6:55,3,CHSW,CHSW,31-40,1,Auditory,.
DC,BILLPAIDC1,MAR,7/13/2016,6:55,3,CHSW,CHSW,41-50,1,Auditory,.
DC,BILLPAIDC1,MAR,7/13/2016,6:55,2,HOWR,HOWR,21-30,1,Auditory,.
DC,BILLPAIDC1,MAR,7/13/2016,6:55,2,MODO,MODO,11-20 ,1,Visual,.
DC,BILLPAIDC1,MAR,7/13/2016,6:55,2,SOSP,SOSP,11-20 ,1,Auditory,.
DC,BILLPAIDC1,MAR,7/13/2016,6:55,5,HOSP,HOSP,0-10,4,Visual,.
DC,BILLPAIDC1,MAR,7/13/2016,6:55,5,CARW,CARW,41-50,1,Auditory,.
DC,BILLPAIDC1,MAR,7/13/2016,6:55,5,AMCR,AMCR,41-50,1,Auditory,.
DC,BILLPAIDC1,MAR,7/13/2016,6:55,5,BLJA,BLJA,0-10,1,Visual,.
DC,BILLPAIDC1,MAR,7/13/2016,6:55,5,NOCA,NOCA,0-10,1,Visual,.
DC,BURDROBVA1,DLN,6/15/2016,7:10,3,EAWP,EAWP,0-10,1,Auditory,.
DC,BURDROBVA1,DLN,6/15/2016,7:10,3,HOFI,HOFI,11-20 ,1,Auditory,.
DC,BURDROBVA1,DLN,6/15/2016,7:10,3,WBNU,WBNU,0-10,1,Auditory,.
DC,BURDROBVA1,DLN,6/15/2016,7:10,3,AMRO,AMRO,11-20 ,1,Visual,.
DC,BURDROBVA1,DLN,6/15/2016,7:10,3,GRCA,GRCA,11-20 ,1,Auditory,.
DC,BURDROBVA1,DLN,6/15/2016,7:10,3,WBNU,WBNU,11-20 ,1,Auditory,.
DC,BURDROBVA1,DLN,6/15/2016,7:10,3,AMRO,AMRO,21-30,1,Visual,.
DC,BURDROBVA1,DLN,6/15/2016,7:10,3,AMRO,AMRO,21-30,1,Auditory,.
DC,BURDROBVA1,DLN,6/15/2016,7:10,3,CACH,CACH,31-40,1,Auditory,.
DC,BURDROBVA1,DLN,6/15/2016,7:10,3,SOSP,SOSP,41-50,1,Auditory,.
DC,BURDROBVA1,DLN,6/15/2016,7:10,3,BLJA,BLJA,31-40,1,Auditory,.
DC,BURDROBVA1,DLN,6/15/2016,7:10,3,RBWO,RBWO,11-20 ,1,Auditory,.
DC,BURDROBVA1,DLN,6/15/2016,7:10,2,NOCA,NOCA,21-30,1,Auditory,.
DC,BURDROBVA1,DLN,6/15/2016,7:10,2,BLJA,BLJA,31-40,1,Auditory,.
DC,BURDROBVA1,DLN,6/15/2016,7:10,2,SOSP,SOSP,0-10,1,Visual,.
DC,BURDROBVA1,DLN,6/15/2016,7:10,5,CARW,CARW,41-50,1,Auditory,.
DC,BURDROBVA1,DLN,6/15/2016,7:10,5,DOWO,DOWO,41-50,1,Auditory,.
DC,BURDROBVA1,DLN,6/15/2016,7:10,5,AMCR,AMCR,41-50,1,Auditory,.
DC,BURDROBVA1,DLN,6/15/2016,7:10,5,HOWR,HOWR,31-40,1,Auditory,.
DC,BURDROBVA1,DLN,6/15/2016,7:10,5,BHCO,BHCO,41-50,1,Auditory,.
DC,BURDROBVA1,DLN,6/15/2016,7:10,5,NOCA,NOCA,31-40,1,Auditory,.
DC,CLARCOLDC1,MAR,6/12/2016,6:52,3,AMRO,AMRO,0-10,1,Auditory,.
DC,CLARCOLDC1,MAR,6/12/2016,6:52,3,HOSP,HOSP,0-10,2,Visual,.
DC,CLARCOLDC1,MAR,6/12/2016,6:52,3,HOSP,HOSP,21-30,5,Both,.
DC,CLARCOLDC1,MAR,6/12/2016,6:52,3,HOSP,HOSP,41-50,3,Auditory,.
DC,CLARCOLDC1,MAR,6/12/2016,6:52,3,EUST,EUST,11-20 ,1,Visual,.
DC,CLARCOLDC1,MAR,6/12/2016,6:52,3,MODO,MODO,11-20 ,1,Visual,.
DC,CLARCOLDC1,MAR,6/12/2016,6:52,2,NOCA,NOCA,11-20 ,1,Visual,.
DC,CLARCOLDC1,MAR,6/12/2016,6:52,2,DOWO,DOWO,21-30,1,Auditory,.
DC,CLARCOLDC1,MAR,6/12/2016,6:52,2,AMRO,AMRO,11-20 ,1,Auditory,.
DC,CLARCOLDC1,MAR,6/12/2016,6:52,5,AMGO,AMGO,21-30,1,Auditory,.
DC,CRONCHRVA2,VEM,7/8/2016,6:46,3,GRCA,GRCA,31-40,1,Auditory,.
DC,CRONCHRVA2,VEM,7/8/2016,6:46,3,SOSP,SOSP,31-40,1,Auditory,.
DC,CRONCHRVA2,VEM,7/8/2016,6:46,3,SOSP,SOSP,41-50,1,Auditory,.
DC,CRONCHRVA2,VEM,7/8/2016,6:46,3,AMRO,AMRO,0-10,1,Visual,.
DC,CRONCHRVA2,VEM,7/8/2016,6:46,3,BLJA,BLJA,31-40,2,Auditory,.
DC,CRONCHRVA2,VEM,7/8/2016,6:46,3,BLJA,BLJA,41-50,1,Auditory,.
DC,CRONCHRVA2,VEM,7/8/2016,6:46,3,TRES,TRES,11-20 ,1,Auditory,.
DC,CRONCHRVA2,VEM,7/8/2016,6:46,3,CARW,CARW,21-30,1,Auditory,.
DC,CRONCHRVA2,VEM,7/8/2016,6:46,2,SOSP,SOSP,11-20 ,1,Auditory,.
DC,CRONCHRVA2,VEM,7/8/2016,6:46,2,HOWR,HOWR,0-10,2,Visual,.
DC,CRONCHRVA2,VEM,7/8/2016,6:46,2,GRCA,GRCA,0-10,1,Visual,.
DC,CRONCHRVA2,VEM,7/8/2016,6:46,2,AMCR,AMCR,31-40,1,Auditory,.
DC,CRONCHRVA2,VEM,7/8/2016,6:46,5,AMCR,AMCR,41-50,1,Auditory,.
DC,CRONCHRVA2,VEM,7/8/2016,6:46,5,DOWO,DOWO,31-40,1,Auditory,.
DC,CRONCHRVA2,VEM,7/8/2016,6:46,5,FICR,FICR,21-30,1,Auditory,.
DC,CRONCHRVA2,VEM,7/8/2016,6:46,5,AMRO,AMRO,21-30,1,Auditory,.
DC,CRONCHRVA2,VEM,7/8/2016,6:46,5,HOFI,HOFI,11-20 ,3,Visual,.
DC,EGANMARMD1,mar,6/28/2016,6:57,3,MODO,MODO,11-20 ,1,Visual,.
DC,EGANMARMD1,mar,6/28/2016,6:57,3,SOSP,SOSP,11-20 ,1,Auditory,.
DC,EGANMARMD1,mar,6/28/2016,6:57,3,COGR,COGR,0-10,1,Visual,.
DC,EGANMARMD1,mar,6/28/2016,6:57,3,CHSW,CHSW,11-20 ,2,Auditory,.
DC,EGANMARMD1,mar,6/28/2016,6:57,3,CACH,CACH,21-30,1,Auditory,.
DC,EGANMARMD1,mar,6/28/2016,6:57,3,TUTI,TUTI,0-10,1,Visual,.
DC,EGANMARMD1,mar,6/28/2016,6:57,3,HOSP,HOSP,11-20 ,4,Visual,.
DC,EGANMARMD1,mar,6/28/2016,6:57,3,WBNU,WBNU,41-50,2,Auditory,.
DC,EGANMARMD1,mar,6/28/2016,6:57,2,TUTI,TUTI,11-20 ,1,Visual,.
DC,EGANMARMD1,mar,6/28/2016,6:57,2,AMRO,AMRO,21-30,1,Auditory,.
DC,EGANMARMD1,mar,6/28/2016,6:57,2,WBNU,WBNU,11-20 ,1,Auditory,.
DC,EGANMARMD1,mar,6/28/2016,6:57,5,NOCA,NOCA,0-10,2,Visual,.
DC,EGANMARMD1,mar,6/28/2016,6:57,5,BHCO,BHCO,41-50,1,Auditory,.
DC,EGANMARMD1,mar,6/28/2016,6:57,5,MODO,MODO,21-30,1,Visual,.
DC,EGANMARMD1,mar,6/28/2016,6:57,5,DOWO,DOWO,11-20 ,1,Visual,.
DC,EGANMARMD1,mar,6/28/2016,6:57,5,CACH,CACH,11-20 ,2,Visual,.
DC,EGANMARMD1,mar,6/28/2016,6:57,5,HOSP,HOSP,0-10,2,Visual,.
DC,EGANMARMD1,VEM,7/8/2016,6:46,3,MODO,MODO,41-50,1,Auditory,.
DC,GERYERIMD1,KJW,6/28/2016,6:51,3,AMCR,AMCR,41-50,1,Auditory,.
DC,GERYERIMD1,KJW,6/28/2016,6:51,3,SOSP,SOSP,31-40,1,Auditory,.
DC,GERYERIMD1,KJW,6/28/2016,6:51,3,SOSP,SOSP,41-50,2,Auditory,.
DC,GERYERIMD1,KJW,6/28/2016,6:51,3,GRCA,GRCA,0-10,2,Both,.
DC,GERYERIMD1,KJW,6/28/2016,6:51,3,NOCA,NOCA,0-10,2,Both,.
DC,GERYERIMD1,KJW,6/28/2016,6:51,2,HOSP,HOSP,11-20 ,1,Auditory,.
DC,GERYERIMD1,KJW,6/28/2016,6:51,2,NOMO,NOMO,31-40,1,Visual,.
DC,GERYERIMD1,KJW,6/28/2016,6:51,5,MODO,MODO,41-50,1,Auditory,.
DC,GERYERIMD1,KJW,6/28/2016,6:51,5,HOSP,HOSP,31-40,1,Auditory,.
DC,GERYERIMD1,KJW,6/28/2016,6:51,5,EUST,EUST,11-20 ,1,Visual,.
DC,GERYERIMD1,KJW,6/28/2016,6:51,5,EUST,EUST,41-50,1,Visual,.
DC,GERYERIMD1,KJW,6/28/2016,6:51,5,AMRO,AMRO,21-30,1,Visual,.
DC,GERYERIMD1,KJW,6/28/2016,6:51,5,GRCA,GRCA,11-20 ,1,Visual,.
DC,GERYERIMD1,KJW,6/28/2016,6:51,5,BHCO,BHCO,21-30,1,Auditory,.
DC,JACKALADC1,DLN,6/13/2016,7:05,3,HAWO,HAWO,0-10,1,Auditory,.
DC,JACKALADC1,DLN,6/13/2016,7:05,3,HOSP,HOSP,0-10,1,Visual,.
DC,JACKALADC1,DLN,6/13/2016,7:05,3,HOWR,HOWR,11-20 ,1,Auditory,.
DC,JACKALADC1,DLN,6/13/2016,7:05,3,NOMO,NOMO,11-20 ,1,Auditory,.
DC,JACKALADC1,DLN,6/13/2016,7:05,3,NOCA,NOCA,31-40,2,Auditory,.
DC,JACKALADC1,DLN,6/13/2016,7:05,3,DOWO,DOWO,0-10,1,Auditory,.
DC,JACKALADC1,DLN,6/13/2016,7:05,3,MODO,MODO,21-30,1,Auditory,.
DC,JACKALADC1,DLN,6/13/2016,7:05,3,NOCA,NOCA,0-10,1,Auditory,.
DC,JACKALADC1,DLN,6/13/2016,7:05,3,HOSP,HOSP,31-40,1,Visual,.
DC,JACKALADC1,DLN,6/13/2016,7:05,3,AMRO,AMRO,11-20 ,1,Visual,.
DC,JACKALADC1,DLN,6/13/2016,7:05,2,AMRO,AMRO,11-20 ,2,Visual,.
DC,JACKALADC1,DLN,6/13/2016,7:05,2,EUST,EUST,0-10,1,Visual,.
DC,JACKALADC1,DLN,6/13/2016,7:05,2,CACH,CACH,21-30,1,Auditory,.
DC,JACKALADC1,DLN,6/13/2016,7:05,5,EUST,EUST,11-20 ,1,Visual,.
DC,JACKALADC1,DLN,6/13/2016,7:05,5,COGR,COGR,21-30,1,Visual,.
DC,JACKALADC1,DLN,6/13/2016,7:05,5,AMRO,AMRO,11-20 ,1,Visual,.
DC,JACKALADC1,DLN,6/13/2016,7:05,5,MODO,MODO,0-10,1,Visual,.
DC,JACKALADC1,DLN,6/13/2016,7:05,5,HOSP,HOSP,0-10,1,Visual,.
DC,JACKALADC1,DLN,6/13/2016,7:05,5,GRCA,GRCA,0-10,1,Visual,.
DC,LUCAJILMD1,KJW,7/1/2016,6:53,3,TUTI,TUTI,21-30,1,Auditory,.
DC,LUCAJILMD1,KJW,7/1/2016,6:53,3,BLJA,BLJA,0-10,1,Visual,.
DC,LUCAJILMD1,KJW,7/1/2016,6:53,3,NOCA,NOCA,11-20 ,1,Auditory,.
DC,LUCAJILMD1,KJW,7/1/2016,6:53,3,SOSP,SOSP,41-50,1,Auditory,.
DC,LUCAJILMD1,KJW,7/1/2016,6:53,3,NOCA,NOCA,41-50,1,Auditory,.
DC,LUCAJILMD1,KJW,7/1/2016,6:53,3,DOWO,DOWO,21-30,1,Auditory,.
DC,LUCAJILMD1,KJW,7/1/2016,6:53,3,NOCA,NOCA,21-30,1,Auditory,.
DC,LUCAJILMD1,KJW,7/1/2016,6:53,3,AMRO,AMRO,21-30,1,Visual,.
DC,LUCAJILMD1,KJW,7/1/2016,6:53,2,HOWR,HOWR,11-20 ,1,Auditory,.
DC,LUCAJILMD1,KJW,7/1/2016,6:53,2,COGR,COGR,31-40,3,Visual,.
DC,LUCAJILMD1,KJW,7/1/2016,6:53,2,TUTI,TUTI,31-40,1,Auditory,.
DC,LUCAJILMD1,KJW,7/1/2016,6:53,5,TUTI,TUTI,21-30,1,Auditory,.
DC,LUCAJILMD1,KJW,7/1/2016,6:53,5,COGR,COGR,0-10,2,Visual,.
DC,LUCAJILMD1,KJW,7/1/2016,6:53,5,CARW,CARW,21-30,2,Auditory,.
DC,LUCAJILMD1,KJW,7/1/2016,6:53,5,SOSP,SOSP,21-30,1,Auditory,.
DC,LUCAJILMD1,KJW,7/1/2016,6:53,5,MODO,MODO,41-50,1,Auditory,.
DC,LUCAJILMD1,KJW,7/1/2016,6:53,5,CHSW,CHSW,31-40,1,Auditory,.
DC,MARRPETMD2,DLN,7/10/2016,6:20,3,HOWR,HOWR,21-30,1,Auditory,.
DC,MARRPETMD2,DLN,7/10/2016,6:20,3,HOWR,HOWR,0-10,1,Auditory,.
DC,MARRPETMD2,DLN,7/10/2016,6:20,3,HOSP,HOSP,21-30,2,Auditory,.
DC,MARRPETMD2,DLN,7/10/2016,6:20,3,NOCA,NOCA,41-50,1,Auditory,.
DC,MARRPETMD2,DLN,7/10/2016,6:20,3,HOSP,HOSP,31-40,1,Auditory,.
DC,MARRPETMD2,DLN,7/10/2016,6:20,3,BHCO,BHCO,31-40,1,Auditory,.
DC,MARRPETMD2,DLN,7/10/2016,6:20,3,AMRO,AMRO,21-30,1,Auditory,.
DC,MARRPETMD2,DLN,7/10/2016,6:20,3,MODO,MODO,11-20 ,1,Auditory,.
DC,MARRPETMD2,DLN,7/10/2016,6:20,3,WBNU,WBNU,11-20 ,1,Auditory,.
DC,MARRPETMD2,DLN,7/10/2016,6:20,3,HOSP,HOSP,0-10,1,Visual,.
DC,MARRPETMD2,DLN,7/10/2016,6:20,2,NOCA,NOCA,11-20 ,1,Visual,.
DC,MARRPETMD2,DLN,7/10/2016,6:20,2,AMRO,AMRO,41-50,1,Auditory,.
DC,MARRPETMD2,DLN,7/10/2016,6:20,2,BHCO,BHCO,21-30,1,Visual,.
DC,MARRPETMD2,DLN,7/10/2016,6:20,2,AMRO,AMRO,11-20 ,1,Auditory,.
DC,MARRPETMD2,DLN,7/10/2016,6:20,5,BLJA,BLJA,11-20 ,2,Both,.
DC,MARRPETMD2,DLN,7/10/2016,6:20,5,AMGO,AMGO,31-40,1,Auditory,.
DC,MARRPETMD2,DLN,7/10/2016,6:20,5,HOFI,HOFI,11-20 ,1,Auditory,.
DC,MOLIKARMD1,KJW,6/27/2016,7:04,3,CARW,CARW,31-40,1,Auditory,.
DC,MOLIKARMD1,KJW,6/27/2016,7:04,3,AMRO,AMRO,11-20 ,2,Auditory,.
DC,MOLIKARMD1,KJW,6/27/2016,7:04,3,GRCA,GRCA,0-10,1,Visual,.
DC,MOLIKARMD1,KJW,6/27/2016,7:04,3,BLJA,BLJA,41-50,1,Auditory,.
DC,MOLIKARMD1,KJW,6/27/2016,7:04,3,COGR,COGR,21-30,1,Auditory,.
DC,MOLIKARMD1,KJW,6/27/2016,7:04,3,COGR,COGR,31-40,1,Auditory,.
DC,MOLIKARMD1,KJW,6/27/2016,7:04,2,BLJA,BLJA,41-50,1,Auditory,.
DC,MOLIKARMD1,KJW,6/27/2016,7:04,5,SOSP,SOSP,31-40,1,Auditory,.
DC,MOSMCARMD1,KJW,6/30/2016,6:55,3,FICR,FICR,11-20 ,3,Auditory,Loud mechanical noise nearby during point count. Birds heard within 50m immediately before and after point count (from a location further from source of noise) but not detected during point count were almost certainly missed due to the noise.
DC,MOSMCARMD1,KJW,6/30/2016,6:55,3,FICR,FICR,21-30,2,Auditory,.
DC,MOSMCARMD1,KJW,6/30/2016,6:55,3,FICR,FICR,31-40,1,Auditory,.
DC,MOSMCARMD1,KJW,6/30/2016,6:55,3,HOSP,HOSP,0-10,1,Auditory,.
DC,MOSMCARMD1,KJW,6/30/2016,6:55,3,AMGO,AMGO,0-10,1,Visual,.
DC,MOSMCARMD1,KJW,6/30/2016,6:55,2,CARW,CARW,41-50,1,Auditory,.
DC,MOSMCARMD1,KJW,6/30/2016,6:55,2,NOCA,NOCA,41-50,1,Auditory,.
DC,MOSMCARMD1,KJW,6/30/2016,6:55,5,HOWR,HOWR,11-20 ,1,Auditory,.
DC,MOSMCARMD1,KJW,6/30/2016,6:55,5,CARW,CARW,0-10,1,Visual,.
DC,MOSMCARMD1,KJW,6/30/2016,6:55,5,BHCO,BHCO,0-10,1,Auditory,.
DC,MOSMCARMD1,KJW,6/30/2016,6:55,5,TUTI,TUTI,31-40,1,Auditory,.
DC,OBRICHRMD1,KJW,7/11/2016,6:57,3,BLJA,BLJA,11-20 ,2,Auditory,.
DC,OBRICHRMD1,KJW,7/11/2016,6:57,3,BLJA,BLJA,41-50,1,Auditory,.
DC,OBRICHRMD1,KJW,7/11/2016,6:57,3,HOSP,HOSP,11-20 ,2,Auditory,.
DC,OBRICHRMD1,KJW,7/11/2016,6:57,3,NOCA,NOCA,11-20 ,1,Auditory,.
DC,OBRICHRMD1,KJW,7/11/2016,6:57,3,GRCA,GRCA,11-20 ,1,Auditory,.
DC,OBRICHRMD1,KJW,7/11/2016,6:57,3,SOSP,SOSP,21-30,1,Auditory,.
DC,OBRICHRMD1,KJW,7/11/2016,6:57,5,HOWR,HOWR,11-20 ,1,Auditory,.
DC,OBRICHRMD1,KJW,7/11/2016,6:57,5,HOWR,HOWR,41-50,1,Auditory,.
DC,OBRICHRMD1,KJW,7/11/2016,6:57,5,TUTI,TUTI,41-50,1,Auditory,.
DC,OBRICHRMD1,KJW,7/11/2016,6:57,5,HOSP,HOSP,41-50,2,Auditory,.
DC,ONTAHOUDC1,KJW,7/12/2016,7:00,3,HOSP,HOSP,0-10,3,Auditory,.
DC,ONTAHOUDC1,KJW,7/12/2016,7:00,3,HOSP,HOSP,11-20 ,3,Auditory,.
DC,ONTAHOUDC1,KJW,7/12/2016,7:00,3,HOSP,HOSP,21-30,4,Auditory,.
DC,ONTAHOUDC1,KJW,7/12/2016,7:00,3,MODO,MODO,0-10,1,Visual,.
DC,ONTAHOUDC1,KJW,7/12/2016,7:00,3,GRCA,GRCA,21-30,1,Auditory,.
DC,ONTAHOUDC1,KJW,7/12/2016,7:00,5,HOSP,HOSP,11-20 ,4,Visual,.
DC,ONTAHOUDC1,KJW,7/12/2016,7:00,5,AMCR,AMCR,41-50,1,Auditory,.
DC,PERRCHRMD1,MAR,6/29/2016,6:59,3,WOTH,WOTH,31-40,1,Auditory,.
DC,PERRCHRMD1,MAR,6/29/2016,6:59,2,NOCA,NOCA,21-30,1,Auditory,.
DC,PERRCHRMD1,MAR,6/29/2016,6:59,2,NOCA,NOCA,31-40,1,Auditory,.
DC,PERRCHRMD1,MAR,6/29/2016,6:59,5,NOCA,NOCA,31-40,1,Auditory,.
DC,PERRCHRMD1,MAR,6/29/2016,6:59,5,NOCA,NOCA,21-30,1,Visual,.
DC,PERRCHRMD1,MAR,6/29/2016,6:59,5,ACFL,ACFL,11-20 ,1,Auditory,.
DC,PHARAIMMD1,KJW,7/6/2016,6:53,3,CARW,CARW,21-30,1,Auditory,.
DC,PHARAIMMD1,KJW,7/6/2016,6:53,3,TUTI,TUTI,0-10,1,Visual,.
DC,PHARAIMMD1,KJW,7/6/2016,6:53,3,TUTI,TUTI,31-40,1,Auditory,.
DC,PHARAIMMD1,KJW,7/6/2016,6:53,3,TUTI,TUTI,41-50,1,Auditory,.
DC,PHARAIMMD1,KJW,7/6/2016,6:53,3,WOTH,WOTH,41-50,1,Auditory,.
DC,PHARAIMMD1,KJW,7/6/2016,6:53,3,AMRO,AMRO,0-10,1,Visual,.
DC,PHARAIMMD1,KJW,7/6/2016,6:53,2,BHCO,BHCO,0-10,1,Visual,.
DC,PHARAIMMD1,KJW,7/6/2016,6:53,2,NOCA,NOCA,0-10,1,Auditory,.
DC,PHARAIMMD1,KJW,7/6/2016,6:53,2,NOCA,NOCA,21-30,2,Auditory,.
DC,PHARAIMMD1,KJW,7/6/2016,6:53,2,RWBL,RWBL,0-10,1,Visual,.
DC,PHARAIMMD1,KJW,7/6/2016,6:53,5,BLJA,BLJA,31-40,1,Auditory,.
DC,PHARAIMMD1,KJW,7/6/2016,6:53,5,GRCA,GRCA,0-10,1,Visual,.
DC,PHARAIMMD1,KJW,7/6/2016,6:53,5,TUTI,TUTI,0-10,1,Auditory,.
DC,PIROELADC1,KJW,6/26/2016,6:51,3,HOSP,HOSP,21-30,1,Auditory,.
DC,PIROELADC1,KJW,6/26/2016,6:51,3,HOWR,HOWR,21-30,1,Auditory,.
DC,PIROELADC1,KJW,6/26/2016,6:51,3,SOSP,SOSP,41-50,2,Auditory,.
DC,PIROELADC1,KJW,6/26/2016,6:51,3,BLJA,BLJA,31-40,1,Auditory,.
DC,PIROELADC1,KJW,6/26/2016,6:51,2,CARW,CARW,41-50,1,Auditory,.
DC,PIROELADC1,KJW,6/26/2016,6:51,5,NOCA,NOCA,21-30,1,Auditory,.
DC,PIROELADC1,KJW,6/26/2016,6:51,5,HOSP,HOSP,21-30,1,Auditory,.
DC,PIROELADC1,KJW,6/26/2016,6:51,5,COGR,COGR,21-30,1,Auditory,.
DC,ROHRSALMD1,MAR,6/22/2016,7:05,3,REVI,REVI,31-40,1,Auditory,.
DC,ROHRSALMD1,MAR,6/22/2016,7:05,3,CACH,CACH,31-40,1,Auditory,.
DC,ROHRSALMD1,MAR,6/22/2016,7:05,3,CHSP,CHSP,11-20 ,1,Visual,.
DC,ROHRSALMD1,MAR,6/22/2016,7:05,3,CHSP,CHSP,21-30,1,Auditory,.
DC,ROHRSALMD1,MAR,6/22/2016,7:05,3,AMGO,AMGO,21-30,1,Auditory,.
DC,ROHRSALMD1,MAR,6/22/2016,7:05,3,AMRO,AMRO,41-50,1,Auditory,.
DC,ROHRSALMD1,MAR,6/22/2016,7:05,3,AMCR,AMCR,31-40,1,Auditory,.
