site,date,point,treespp,treespp_format,check,dbh1,dbh2,dbh3,dbh4,dbh5,dbh6,dbh7,dbh8,dbh9,dbh10,dbh11,dbh12,dbh13,dbh14,dbh15,dbh16,dbh17,dbh18,dbh19,dbh20,dbh21,dbh22,height,height_to_crown,Width1,width2,Condition,notes,year,notes
benskatva1,6/15/2014,1,black oak,black oak,black oak,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,3,3,3,r,.,2014,
benskatva1,6/15/2014,1,black oak,black oak,black oak,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,3,3,3,r,.,2014,
benskatva1,6/15/2014,1,black oak,black oak,black oak,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,3,3,3,r,.,2014,
benskatva1,6/15/2014,1,tulip tree,tulip tree,tulip tree,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,3,3,3,r,.,2014,
benskatva1,6/15/2014,1,tulip tree,tulip tree,tulip tree,8.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,3,3,3,r,.,2014,
benskatva1,6/15/2014,1,red maple,red maple,red maple,7.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,3,3,3,r,.,2014,
benskatva1,6/15/2014,1,black gum,black gum,black gum,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,2,3,3,r,.,2014,
benskatva1,6/15/2014,1,black gum,black gum,black gum,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,2,3,3,r,.,2014,
benskatva1,6/15/2014,1,red oak,red oak,red oak,50.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,15,10,10,r,.,2014,
benskatva1,6/15/2014,1,red oak,red oak,red oak,46,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,15,10,10,r,.,2014,
benskatva1,6/15/2014,1,red maple,red maple,red maple,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,5,3,3,r,.,2014,
benskatva1,6/15/2014,1,red maple,red maple,red maple,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,5,3,3,r,.,2014,
benskatva1,6/15/2014,1,red maple,red maple,red maple,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,5,3,3,r,.,2014,
benskatva1,6/15/2014,1,red maple,red maple,red maple,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,5,3,3,r,.,2014,
benskatva1,6/15/2014,1,red maple,red maple,red maple,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,5,3,3,r,.,2014,
benskatva1,6/15/2014,1,red maple,red maple,red maple,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,5,3,3,r,.,2014,
benskatva1,6/15/2014,1,black gum,black gum,black gum,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,1,2,1.5,r,.,2014,
benskatva1,6/15/2014,1,american holly,american holly,american holly,1.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.5,0,1.5,1.5,r,.,2014,
benskatva1,6/15/2014,2,black gum,black gum,black gum,12.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,1.5,2,2,r,.,2014,
benskatva1,6/15/2014,2,black gum,black gum,black gum,50.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,20,8,8,r,.,2014,
benskatva1,6/15/2014,2,red oak,red oak,red oak,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,2,4,4,r,.,2014,
benskatva1,6/15/2014,2,black gum,black gum,black gum,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,2,4,4,r,.,2014,
benskatva1,6/15/2014,2,red maple,red maple,red maple,8,4,4,9,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,3,4,4,r,.,2014,
benskatva1,6/15/2014,2,red maple,red maple,red maple,10,7,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,3,4,4,r,.,2014,
benskatva1,6/15/2014,2,snag,snag,snag,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,snag,.,2014,
benskatva1,6/15/2014,2,red maple,red maple,red maple,12,2,7.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,5,4,4,r,.,2014,
benskatva1,6/15/2014,2,snag,snag,snag,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,snag,.,2014,
benskatva1,6/15/2014,2,red maple,red maple,red maple,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,2,1.5,1.5,r,.,2014,
benskatva1,6/15/2014,2,black gum,black gum,black gum,5.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,2,1.5,1.5,r,.,2014,
benskatva1,6/15/2014,2,black gum,black gum,black gum,5.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,2,1.5,1.5,r,.,2014,
benskatva1,6/15/2014,2,black gum,black gum,black gum,5.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,2,1.5,1.5,r,.,2014,
benskatva1,6/15/2014,2,black gum,black gum,black gum,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,4,4,4,r,.,2014,
benskatva1,6/15/2014,2,black gum,black gum,black gum,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,4,4,4,r,.,2014,
benskatva1,6/15/2014,2,white oak,white oak,white oak,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,3,3,3,r,.,2014,
benskatva1,6/15/2014,2,beech,beech,beech,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,1,2,2,r,.,2014,
benskatva1,6/15/2014,2,black gum,black gum,black gum,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,2,1.5,1.5,r,.,2014,
benskatva1,6/15/2014,2,black gum,black gum,black gum,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,2,1.5,1.5,r,.,2014,
benskatva1,6/15/2014,2,chestnut oak,chestnut oak,chestnut oak,39,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,5,6,6,r,.,2014,
benskatva1,6/15/2014,2,red maple,red maple,red maple,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,2,3,2,r,.,2014,
benskatva1,6/15/2014,2,red maple,red maple,red maple,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,2,3,2,r,.,2014,
benskatva1,6/15/2014,2,red maple,red maple,red maple,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,2,3,2,r,.,2014,
benskatva1,6/15/2014,2,red maple,red maple,red maple,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,2,3,2,r,.,2014,
benskatva1,6/15/2014,2,red maple,red maple,red maple,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,2,3,2,r,.,2014,
benskatva1,6/15/2014,2,chestnut oak,chestnut oak,chestnut oak,37,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,6,6,8,r,.,2014,
benskatva1,6/15/2014,2,white oak,white oak,white oak,40.9,60.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,3,10,10,r,.,2014,
benskatva1,6/15/2014,2,chestnut oak,chestnut oak,chestnut oak,57.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,3,10,10,r,.,2014,
benskatva1,6/15/2014,3,tulip tree,tulip tree,tulip tree,17,17,14,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,3,4,4,r,.,2014,
benskatva1,6/15/2014,3,tulip tree,tulip tree,tulip tree,8.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,5,3,3,r,.,2014,
benskatva1,6/15/2014,3,tulip tree,tulip tree,tulip tree,8.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,5,3,3,r,.,2014,
benskatva1,6/15/2014,3,tulip tree,tulip tree,tulip tree,8.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,5,3,3,r,.,2014,
benskatva1,6/15/2014,3,tulip tree,tulip tree,tulip tree,8.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,5,3,3,r,.,2014,
benskatva1,6/15/2014,3,tulip tree,tulip tree,tulip tree,8.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,5,3,3,r,.,2014,
benskatva1,6/15/2014,3,tulip tree,tulip tree,tulip tree,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,9,3,3,r,.,2014,
benskatva1,6/15/2014,3,tulip tree,tulip tree,tulip tree,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,9,3,3,r,.,2014,
benskatva1,6/15/2014,3,tulip tree,tulip tree,tulip tree,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,9,3,3,r,.,2014,
benskatva1,6/15/2014,3,tulip tree,tulip tree,tulip tree,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,9,3,3,r,.,2014,
benskatva1,6/15/2014,3,tulip tree,tulip tree,tulip tree,14.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,3,4,4,r,.,2014,
benskatva1,6/15/2014,3,black gum,black gum,black gum,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,3,5,5,r,.,2014,
benskatva1,6/15/2014,3,black gum,black gum,black gum,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,3,5,5,r,.,2014,
benskatva1,6/15/2014,3,black gum,black gum,black gum,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,3,4,4,r,.,2014,
benskatva1,6/15/2014,3,chestnut oak,chestnut oak,chestnut oak,61.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,9,12,12,r,.,2014,
benskatva1,6/15/2014,3,chestnut oak,chestnut oak,chestnut oak,48,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,12,10,10,r,.,2014,
benskatva1,6/15/2014,3,black gum,black gum,black gum,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,5,4,4,r,.,2014,
benskatva1,6/15/2014,3,black gum,black gum,black gum,37.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,1.5,8,8,r,.,2014,
benskatva1,6/15/2014,3,chestnut oak,chestnut oak,chestnut oak,50.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,12,6,8,r,.,2014,
benskatva1,6/15/2014,3,mountain laurel,mountain laurel,mountain laurel,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,3,1,1.5,r,.,2014,
benskatva1,6/15/2014,3,mountain laurel,mountain laurel,mountain laurel,3,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,0,1.5,1.5,r,.,2014,
benskatva1,6/15/2014,3,black cherry,black cherry,black cherry,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,2,4,5,r,.,2014,
benskatva1,6/15/2014,3,black gum,black gum,black gum,20.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,2,4,5,r,.,2014,
benskatva1,6/15/2014,3,tulip tree,tulip tree,tulip tree,16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,6,3,3,r,.,2014,
benskatva1,6/15/2014,3,tulip tree,tulip tree,tulip tree,16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,6,3,3,r,.,2014,
benskatva1,6/15/2014,4,black gum,black gum,black gum,22.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,2,6,4,r,.,2014,
benskatva1,6/15/2014,4,leyland cypress,leyland cypress,leyland cypress,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,0.5,2,2,p,.,2014,
bladmaumd1,6/16/2014,nestbox,bamboo,bamboo,bamboo,200,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,0,1,1,p,.,2014,
bladmaumd1,6/16/2014,2,red cedar,red cedar,red cedar,30,20,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,0,4,4,p,.,2014,
bladmaumd1,6/16/2014,2,red cedar,red cedar,red cedar,30,20,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,0,4,4,p,.,2014,
bladmaumd1,6/16/2014,2,crape myrtle,crape myrtle,crape myrtle,3,2,3,3,3,3,3,3,3,3,.,.,.,.,.,.,.,.,.,.,.,.,4,0.5,3,3,p,.,2014,
bladmaumd1,6/16/2014,2,crape myrtle,crape myrtle,crape myrtle,3,2,3,2,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,0.5,3,3,p, (same tree),2014,
bladmaumd1,6/16/2014,3,sycamore,sycamore,sycamore,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,6,9,9,p,.,2014,
bladmaumd1,6/16/2014,3,mulberry,mulberry,mulberry,6,5,3,5,5,3,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,0,5,5,p,.,2014,
bladmaumd1,6/16/2014,4,silver maple,silver maple,silver maple,28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,4,9,9,.,.,2014,
bladmaumd1,6/16/2014,4,mulberry,mulberry,mulberry,20,25,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,2,7,7,.,.,2014,
bladmaumd1,6/16/2014,4,oriental cedar,oriental cedar,oriental cedar,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,2,4,4,.,.,2014,arborvitae
bladmaumd1,6/16/2014,nestbox,crape myrtle,crape myrtle,crape myrtle,3,2,3,3,3,3,3,3,3,4,.,.,.,.,.,.,.,.,.,.,.,.,4,1,2,2,p,.,2014,
bladmaumd1,6/16/2014,nestbox,american holly,american holly,american holly,12,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,1,2,2,p,.,2014,
bladmaumd1,6/16/2014,nestbox,silver maple,silver maple,silver maple,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,4,7,7,.,.,2014,
bladmaumd1,6/16/2014,nestbox,oriental cedar,oriental cedar,oriental cedar,1,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.5,0,1,1,p,.,2014,arborvitae
bladmaumd1,6/16/2014,nestbox,rose of sharon,rose of sharon,rose of sharon,6,4,3,2,1,2,2,2,1,.,.,.,.,.,.,.,.,.,.,.,.,.,4,0,2.5,2.5,p,.,2014,
bladmaumd1,6/16/2014,nestbox,rose of sharon,rose of sharon,rose of sharon,6,4,3,2,1,2,2,2,1,.,.,.,.,.,.,.,.,.,.,.,.,.,4,0,2.5,2.5,p,.,2014,
bladmaumd1,6/16/2014,1,red cedar,red cedar,red cedar,30,10,35,30,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,0,3.5,3.5,p,.,2014,
bladmaumd1,6/16/2014,1,red cedar,red cedar,red cedar,30,10,35,30,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,0,3.5,3.5,p,.,2014,
bladmaumd1,6/16/2014,1,red cedar,red cedar,red cedar,30,10,35,30,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,0,3.5,3.5,p,.,2014,
bladmaumd1,6/16/2014,1,american holly,american holly,american holly,15,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,0,3,3,p,.,2014,
bladmaumd1,6/16/2014,1,silver maple,silver maple,silver maple,35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,3,5,5,p,.,2014,
blocdavmd1,7/2/2014,nestbox,black cherry,black cherry,black cherry,13,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,4,5,5,r,.,2014,
blocdavmd1,7/2/2014,nestbox,slippery elm,slippery elm,slippery elm,35,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,10,15,8,r,.,2014,
blocdavmd1,7/2/2014,nestbox,black cherry,black cherry,black cherry,45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,7,25,8,r,.,2014,
blocdavmd1,7/2/2014,nestbox,slippery elm,slippery elm,slippery elm,45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,10,12,12,r,.,2014,
blocdavmd1,7/2/2014,nestbox,crabapple,crabapple,crabapple,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,2,2,p,.,2014,
blocdavmd1,7/2/2014,nestbox,american holly,american holly,american holly,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,0.5,2,2,p,.,2014,
blocdavmd1,7/2/2014,nestbox,slippery elm,slippery elm,slippery elm,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,.,3,3,r,.,2014,
blocdavmd1,7/2/2014,nestbox,buckeye,buckeye,buckeye,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,1.5,3,3,r,.,2014,
blocdavmd1,7/2/2014,nestbox,slippery elm,slippery elm,slippery elm,95,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,8,20,15,r,.,2014,
blocdavmd1,7/2/2014,nestbox,japanese cherry,japanese cherry,japanese cherry,2,6,2,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,2,5,5,p,.,2014,
blocdavmd1,7/2/2014,nestbox,black cherry,black cherry,black cherry,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,1.5,4,4,d,.,2014,
blocdavmd1,7/2/2014,nestbox,snag,snag,snag,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,snag,.,2014,
blocdavmd1,7/2/2014,nestbox,catalpa,catalpa,catalpa,18,30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,6,12,5,r,.,2014,
blocdavmd1,7/2/2014,nestbox,swamp white oak,swamp white oak,swamp white oak,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,1,3,2,r,.,2014,
blocdavmd1,7/2/2014,nestbox,flowering dogwood,flowering dogwood,flowering dogwood,2,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,1,5,2,p,.,2014,
blocdavmd1,7/2/2014,nestbox,american holly,american holly,american holly,38,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,1,6,6,r,.,2014,
blocdavmd1,7/2/2014,976 #4,beech,beech,beech,35,35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,3,10,7,r,.,2014,
blocdavmd1,7/2/2014,976 #4,flowering dogwood,flowering dogwood,flowering dogwood,4,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,2.5,4,4,p,.,2014,
blocdavmd1,7/2/2014,976 #4,black cherry,black cherry,black cherry,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,8,10,7,r,.,2014,
blocdavmd1,7/2/2014,976 #4,mulberry,mulberry,mulberry,45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,3,12,10,r,.,2014,
blocdavmd1,7/2/2014,976 #4,flowering dogwood,flowering dogwood,flowering dogwood,6,6,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,2,5,5,p,.,2014,
blocdavmd1,7/2/2014,976 #4,flowering dogwood,flowering dogwood,flowering dogwood,6,6,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,2,5,5,p,.,2014,
blocdavmd1,7/2/2014,976 #4,flowering dogwood,flowering dogwood,flowering dogwood,6,6,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,2,5,5,p,.,2014,
blocdavmd1,7/2/2014,976 #4,willow oak,willow oak,willow oak,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,1.5,1.5,1.5,p,.,2014,
blocdavmd1,7/2/2014,976 #4,white oak,white oak,white oak,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,2,6,3,p,.,2014,
blocdavmd1,7/2/2014,976 #4,rhododendron,rhododendron,rhododendron,3,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.5,0,1.5,1.5,p,.,2014,
blocdavmd1,7/2/2014,976 #4,rhododendron,rhododendron,rhododendron,3,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.5,0,1.5,1.5,p,.,2014,
blocdavmd1,7/2/2014,976 #4,rhododendron,rhododendron,rhododendron,3,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.5,0,1.5,1.5,p,.,2014,
blocdavmd1,7/2/2014,976 #4,scarlet oak,scarlet oak,scarlet oak,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,8,7,7,p,.,2014,
blocdavmd1,7/2/2014,976 #4,black gum,black gum,black gum,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.5,1,2,1,p,.,2014,
blocdavmd1,7/2/2014,976 #4,deodar cedar,deodar cedar,deodar cedar,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,1,3,3,r,.,2014,
blocdavmd1,7/2/2014,976 #4,red cedar,red cedar,red cedar,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,1,1.5,1.5,p,.,2014,
blocdavmd1,7/2/2014,976 #4,red cedar,red cedar,red cedar,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,1,1.5,1.5,p,.,2014,
blocdavmd1,7/2/2014,976 #4,red cedar,red cedar,red cedar,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,1,1.5,1.5,p,.,2014,
blocdavmd1,7/2/2014,979 #4,red maple,red maple,red maple,48,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,3,12,6,r,.,2014,
blocdavmd1,7/2/2014,979 #4,black gum,black gum,black gum,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,2,5,5,r,.,2014,
blocdavmd1,7/2/2014,979 #4,mulberry,mulberry,mulberry,26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,2,8,5,r,.,2014,
blocdavmd1,7/2/2014,979 #4,ornamental holly,ornamental holly,ornamental holly,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,1.5,3,3,p,.,2014,
blocdavmd1,7/2/2014,979 #4,ornamental holly,ornamental holly,ornamental holly,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,1.5,3,3,p,.,2014,
blocdavmd1,7/2/2014,979 #4,ornamental holly,ornamental holly,ornamental holly,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,1.5,3,3,p,.,2014,
blocdavmd1,7/2/2014,979 #4,choke cherry,choke cherry,choke cherry,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,1,4,2,p,.,2014,
blocdavmd1,7/2/2014,979 #4,flowering dogwood,flowering dogwood,flowering dogwood,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,0.5,4,2,p,.,2014,
blocdavmd1,7/2/2014,979 #4,american elm,american elm,american elm,85,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,10,15,15,r,.,2014,
blocdavmd1,7/2/2014,979 #4,scarlet oak,scarlet oak,scarlet oak,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,4,3,3,r,.,2014,
blocdavmd1,7/2/2014,979 #4,mulberry,mulberry,mulberry,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,1,4,4,r,.,2014,
blocdavmd1,7/2/2014,979 #4,flowering dogwood,flowering dogwood,flowering dogwood,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,1,2,2,p,.,2014,
blocdavmd1,7/2/2014,979 #4,flowering dogwood,flowering dogwood,flowering dogwood,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,1,2,2,p,.,2014,
blocdavmd1,7/2/2014,979 #4,flowering dogwood,flowering dogwood,flowering dogwood,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,1,2,2,p,.,2014,
blocdavmd1,7/2/2014,979 #4,honeysuckle,honeysuckle,honeysuckle,4,4,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,1,2,2,r,.,2014,
blocdavmd1,7/2/2014,979 #4,honeysuckle,honeysuckle,honeysuckle,4,4,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,1,2,2,r,.,2014,
blocdavmd1,7/2/2014,979 #4,honeysuckle,honeysuckle,honeysuckle,4,4,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,1,2,2,r,.,2014,
blocdavmd1,7/2/2014,979 #4,honeysuckle,honeysuckle,honeysuckle,4,4,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,1,2,2,r,.,2014,
