site,date,point,treespp,treespp_format,check,dbh1,dbh2,dbh3,dbh4,dbh5,dbh6,dbh7,dbh8,dbh9,dbh10,dbh11,dbh12,dbh13,dbh14,dbh15,dbh16,dbh17,dbh18,dbh19,dbh20,dbh21,dbh22,height,height_to_crown,Width1,width2,Condition,notes,year,notes
bealtommd1,6/18/2015,nestbox,snag,snag,snag,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7.5,.,.,.,snag,.,2015,
bealtommd1,6/18/2015,nestbox,sweetgum,sweetgum,sweetgum,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,0,6,6,r,.,2015,
bealtommd1,6/18/2015,nestbox,tulip tree,tulip tree,tulip tree,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,3.5,5,4,r,.,2015,
bealtommd1,6/18/2015,nestbox,snag,snag,snag,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8.5,.,.,.,snag,.,2015,
bealtommd1,6/18/2015,nestbox,bradford pear,bradford pear,bradford pear,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,1.5,4,3,s,.,2015,
bealtommd1,6/18/2015,nestbox,sassafras,sassafras,sassafras,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,5,5.5,5,s,.,2015,
bealtommd1,6/18/2015,nestbox,sassafras,sassafras,sassafras,1.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,1.5,3,2.5,s,.,2015,
bealtommd1,6/18/2015,nestbox,sassafras,sassafras,sassafras,1.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,1.5,3,2.5,s,.,2015,
bealtommd1,6/18/2015,nestbox,sassafras,sassafras,sassafras,1.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,1.5,3,2.5,s,.,2015,
bealtommd1,6/18/2015,nestbox,black cherry,black cherry,black cherry,2,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,1.5,2.5,2,s,.,2015,
bealtommd1,6/18/2015,nestbox,snag,snag,snag,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11,.,.,.,snag,.,2015,
bealtommd1,6/18/2015,nestbox,snag,snag,snag,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,.,.,.,snag,.,2015,
bealtommd1,6/18/2015,nestbox,american elm,american elm,american elm,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.5,1,1.5,1.5,d,.,2015,
bealtommd1,6/18/2015,nestbox,sassafras,sassafras,sassafras,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,1,2,2,s,.,2015,
bealtommd1,6/18/2015,nestbox,blue spruce,blue spruce,blue spruce,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,0,2,2,p,.,2015,
bealtommd1,6/18/2015,nestbox,sassafras,sassafras,sassafras,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,0.5,2,1.5,s,.,2015,
bealtommd1,6/18/2015,nestbox,sassafras,sassafras,sassafras,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,0.5,2,1.5,s,.,2015,
bealtommd1,6/18/2015,nestbox,sassafras,sassafras,sassafras,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.5,1,1.5,1.5,s,.,2015,
bealtommd1,6/18/2015,nestbox,sassafras,sassafras,sassafras,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.5,1,1.5,1.5,s,.,2015,
bealtommd1,6/18/2015,nestbox,sassafras,sassafras,sassafras,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.5,1,1.5,1.5,s,.,2015,
bealtommd1,6/18/2015,nestbox,sassafras,sassafras,sassafras,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.5,1,1.5,1.5,s,.,2015,
bealtommd1,6/18/2015,nestbox,flowering dogwood,flowering dogwood,flowering dogwood,2,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,0.25,2,2,s,.,2015,
bealtommd1,6/18/2015,nestbox,tulip tree,tulip tree,tulip tree,76,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,1.5,16,12,r,.,2015,
bealtommd1,6/18/2015,nestbox,tulip tree,tulip tree,tulip tree,64,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,6,16,14,r,.,2015,
bealtommd1,6/18/2015,nestbox,shellbark/shagbark hickory,hickory sp.,hickory sp.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.5,0.5,1,1,s,.,2015,
bealtommd1,6/18/2015,nestbox,water oak,water oak,water oak,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.5,1.5,1.5,1,s,.,2015,
bealtommd1,6/18/2015,nestbox,water oak,water oak,water oak,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.5,1.5,1.5,1,s,.,2015,
bealtommd1,6/18/2015,nestbox,mulberry,mulberry,mulberry,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,0,2,2,s,.,2015,
bealtommd1,6/18/2015,nestbox,flowering dogwood,flowering dogwood,flowering dogwood,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,1,2,2,s,.,2015,
bealtommd1,6/18/2015,nestbox,bush honeysuckle,bush honeysuckle,bush honeysuckle,3,3,3,4,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,1,3.5,3.5,s,.,2015,
bealtommd1,6/18/2015,nestbox,bush honeysuckle,bush honeysuckle,bush honeysuckle,3,3,3,4,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,1,3.5,3.5,s,.,2015,
bealtommd1,6/18/2015,nestbox,autumn olive,elaeagnus,elaeagnus,6,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4.5,0,4,3,s,.,2015,
bealtommd1,6/18/2015,nestbox,american holly,american holly,american holly,2.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,0,3,2,s,.,2015,
bealtommd1,6/18/2015,nestbox,autumn olive,elaeagnus,elaeagnus,2,1.5,2,1.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,0.1,2,3,s,.,2015,
bealtommd1,6/18/2015,nestbox,bradford pear,bradford pear,bradford pear,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,1,2,2,s,.,2015,
bealtommd1,6/18/2015,nestbox,sassafras,sassafras,sassafras,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6.5,2.5,5,3,s,.,2015,
bealtommd1,6/18/2015,nestbox,sassafras,sassafras,sassafras,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6.5,2.5,5,3,s,.,2015,
bealtommd1,6/18/2015,nestbox,american holly,american holly,american holly,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,0.5,3,2,s,.,2015,
bealtommd1,6/18/2015,1,water oak,water oak,water oak,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16,6,20,18,p,.,2015,
bealtommd1,6/18/2015,1,red maple,red maple,red maple,37,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14,5,12,12,p,.,2015,
bealtommd1,6/18/2015,1,crape myrtle,crape myrtle,crape myrtle,4,4,4,4,4,4,4,4,4,4,.,.,.,.,.,.,.,.,.,.,.,.,8,2,7,3,p,.,2015,
bealtommd1,6/18/2015,2,black gum,black gum,black gum,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,5,6,4.5,r,.,2015,
bealtommd1,6/18/2015,2,bradford pear,bradford pear,bradford pear,35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,3,14,12,r,.,2015,
bealtommd1,6/18/2015,2,black cherry,black cherry,black cherry,45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,18,9,8,r,.,2015,
bealtommd1,6/18/2015,3,red cedar,red cedar,red cedar,10,10,8,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,0.5,4,4,p,.,2015,
bealtommd1,6/18/2015,3,water oak,water oak,water oak,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16,5,20,18,p,.,2015,
bealtommd1,6/18/2015,4,viburnum (plicata or dilatatum?),viburnum plicatum,viburnum plicatum,10,5,5,8,4,1,2.5,5,7,8,6,1.5,2,2,3,7,2.5,.,.,.,.,.,9,0.25,6,6,p,.,2015,
bealtommd1,6/18/2015,4,northern white cedar,northern white cedar,northern white cedar,7,7,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,0.75,4,4,p,.,2015,
bealtommd1,6/18/2015,4,leyland cypress,leyland cypress,leyland cypress,4,2,5,2,2,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,1.5,3,4,p,.,2015,
bealtommd1,6/18/2015,4,viburnum (dilatatum),Linden viburnum,linden viburnum,5,1,6,1,5,1,3,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,1,4,4,p,.,2015,
bealtommd1,6/18/2015,4,red cedar (?),red cedar,red cedar,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,0.25,1.5,1.5,p,.,2015,
bealtommd1,6/18/2015,4,sweetgum,sweetgum,sweetgum,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14,1,7,6,unknown,.,2015,
bealtommd1,6/18/2015,4,mimosa,mimosa,mimosa,0.75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,0.5,2,1,s,.,2015,
bealtommd1,6/18/2015,4,leyland cypress,leyland cypress,leyland cypress,35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,1.5,8,5,p,.,2015,
bealtommd1,6/18/2015,4,flowering dogwood,flowering dogwood,flowering dogwood,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.5,1,3,5,unknown,.,2015,
bealtommd1,6/18/2015,4,privet,privet,privet,3,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,0.5,2,2,d,.,2015,
bealtommd1,6/18/2015,4,white cedar,northern white cedar,northern white cedar,18,30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12.5,0,4,4,p,.,2015,
steuchrva2,6/21/2015,nestbox,scarlet pin,scarlet/pin oak,scarlet/pin oak,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,1.25,2,1.5,s,.,2015,
steuchrva2,6/21/2015,nestbox,boxelder,boxelder,boxelder,3,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,0.25,3,3,s,.,2015,
steuchrva2,6/21/2015,nestbox,white pine,white pine,white pine,48,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,6,12,12,r,.,2015,
steuchrva2,6/21/2015,nestbox,japanese cherry,japanese cherry,japanese cherry,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,1.5,1.75,2,s,.,2015,
steuchrva2,6/21/2015,nestbox,black cherry,black cherry,black cherry,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,1.25,2,2,s,.,2015,
steuchrva2,6/21/2015,nestbox,ash sp.,ash sp.,ash sp.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,1.5,2,2,s,.,2015,
steuchrva2,6/21/2015,nestbox,ash sp.,ash sp.,ash sp.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,1.5,2,2,s,.,2015,
steuchrva2,6/21/2015,nestbox,white pine,white pine,white pine,38,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,6,8,4,unknown,.,2015,
steuchrva2,6/21/2015,nestbox,japanese cherry,japanese cherry,japanese cherry,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,2.5,8,8,unknown,.,2015,
steuchrva2,6/21/2015,nestbox,mulberry,mulberry,mulberry,1,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,0.5,2,1.5,s,.,2015,
steuchrva2,6/21/2015,nestbox,flowering dogwood,flowering dogwood,flowering dogwood,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,3,5,4,unknown,.,2015,
steuchrva2,6/21/2015,nestbox,forsythia,forsythia,forsythia,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,0.5,0.5,0.5,s,.,2015,
steuchrva2,6/21/2015,nestbox,norway maple,norway maple,norway maple,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,1.25,3,3,s,.,2015,
steuchrva2,6/21/2015,nestbox,american holly,american holly,american holly,15,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,1,5,5,unknown,.,2015,
steuchrva2,6/21/2015,nestbox,deodar cedar,deodar cedar,deodar cedar,45,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,0,8,8,p,.,2015,
steuchrva2,6/21/2015,nestbox,american holly,american holly,american holly,16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,1,6,6,unknown,.,2015,
steuchrva2,6/21/2015,nestbox,crape myrtle,crape myrtle,crape myrtle,4,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,4.5,5,3,p,.,2015,
steuchrva2,6/21/2015,nestbox,crape myrtle,crape myrtle,crape myrtle,6,7,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,4.5,3,3,p,.,2015,
steuchrva2,6/21/2015,nestbox,rose of sharon,rose of sharon,rose of sharon,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.5,0.25,0.5,0.5,s,.,2015,
steuchrva2,6/21/2015,nestbox,rose of sharon,rose of sharon,rose of sharon,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.5,0.25,0.5,0.5,s,.,2015,
steuchrva2,6/21/2015,nestbox,rose of sharon,rose of sharon,rose of sharon,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.5,0.25,0.5,0.5,s,.,2015,
steuchrva2,6/21/2015,nestbox,rose of sharon,rose of sharon,rose of sharon,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.5,0.25,0.5,0.5,s,.,2015,
steuchrva2,6/21/2015,nestbox,rose of sharon,rose of sharon,rose of sharon,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.5,0.25,0.5,0.5,s,.,2015,
steuchrva2,6/21/2015,nestbox,rose of sharon,rose of sharon,rose of sharon,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.5,0.25,0.5,0.5,s,.,2015,
steuchrva2,6/21/2015,nestbox,rose of sharon,rose of sharon,rose of sharon,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.5,0.25,0.5,0.5,s,.,2015,
steuchrva2,6/21/2015,nestbox,rose of sharon,rose of sharon,rose of sharon,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.5,0.25,0.5,0.5,s,.,2015,
steuchrva2,6/21/2015,nestbox,carolina cherry laurel,carolina cherry laurel,carolina cherry laurel,1,2,4,1,4,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,0,4,3,unknown,.,2015,
steuchrva2,6/21/2015,nestbox,flowering dogwood,flowering dogwood,flowering dogwood,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,5,3,3,p,.,2015,
steuchrva2,6/21/2015,nestbox,flowering dogwood,flowering dogwood,flowering dogwood,7,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14,3,4.5,4,p,.,2015,
steuchrva2,6/21/2015,nestbox,dawn redwood,dawn redwood,dawn redwood,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22,6,8,8,unknown,.,2015,
steuchrva2,6/21/2015,nestbox,carolina cherry laurel,carolina cherry laurel,carolina cherry laurel,4,3,2,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,0.25,4,4,unknown,.,2015,
steuchrva2,6/21/2015,nestbox,rose of sharon,rose of sharon,rose of sharon,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,2,1.5,1.5,unknown,.,2015,
steuchrva2,6/21/2015,nestbox,lilac,lilac,lilac,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,0.25,2,2,s,.,2015,
steuchrva2,6/21/2015,nestbox,chinese privet,chinese privet,chinese privet,1,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,0.25,1,1.5,s,.,2015,
steuchrva2,6/21/2015,nestbox,scarlet oak,scarlet oak,scarlet oak,87,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,6,20,20,d,.,2015,
steuchrva2,6/21/2015,nestbox,lilac,lilac,lilac,1,1,1,3,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,0.25,2,2.5,s,.,2015,
steuchrva2,6/21/2015,nestbox,silver maple,silver maple,silver maple,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,2.5,15,12,r,.,2015,
steuchrva2,7/11/2015,1,crape myrtle,crape myrtle,crape myrtle,6,6,6,1,2,5,4,8,8,8,.,.,.,.,.,.,.,.,.,.,.,.,4,1,1.25,1.25,p,.,2015,
steuchrva2,7/11/2015,1,paw paw,pawpaw,pawpaw,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,0.5,4,4,p,.,2015,
steuchrva2,7/11/2015,1,ash sp.,ash sp.,ash sp.,0.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.5,0,0.25,0.25,s,.,2015,
steuchrva2,7/11/2015,1,willow sp.,black willow,black willow,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,1.5,3,3,p,.,2015,
steuchrva2,7/11/2015,1,crabapple?,crabapple,crabapple,1,2,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,0.25,2,2,p,.,2015,
steuchrva2,7/11/2015,1,unk tree 1,jujube,jujube,3,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,1.5,2,1,p,.,2015,
steuchrva2,7/11/2015,1,paw paw,pawpaw,pawpaw,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7.5,1.75,4.5,4.5,p,.,2015,
steuchrva2,7/11/2015,1,paw paw,pawpaw,pawpaw,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7.5,1.75,4.5,4.5,p,.,2015,
steuchrva2,7/11/2015,1,unk tree 2,serviceberry,serviceberry,5,4,2,4,3,2,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,7.5,2,1.5,3.5,.,.,2015,
steuchrva2,7/11/2015,1,apple,apple sp.,apple sp.,10,8,6,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6.5,1,5.75,6,.,.,2015,
steuchrva2,7/11/2015,1,snag,snag,snag,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,snag,.,2015,
steuchrva2,7/11/2015,1,unk tree (persimmon bark),persimmon,persimmon,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.5,1.5,2,2,.,.,2015,
steuchrva2,7/11/2015,1,unk tree (persimmon bark),persimmon,persimmon,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.5,1.5,2,2,.,.,2015,
steuchrva2,7/11/2015,1,am. persimmon,persimmon,persimmon,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,1,1.5,1.5,.,.,2015,
steuchrva2,7/11/2015,1,willow sp.,black willow,black willow,16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,1.5,3,3,.,.,2015,
steuchrva2,7/11/2015,1,rose of sharon,rose of sharon,rose of sharon,6,5,5,3,3,3,3,3,3,3,3,.,.,.,.,.,.,.,.,.,.,.,7,1,6,6,.,.,2015,
steuchrva2,7/11/2015,1,leyland cypress,leyland cypress,leyland cypress,20,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,0,3,3,.,.,2015,
steuchrva2,7/11/2015,1,leyland cypress,leyland cypress,leyland cypress,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,0,3,3,.,.,2015,
steuchrva2,7/11/2015,1,leyland cypress,leyland cypress,leyland cypress,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,0,3,3,.,.,2015,
steuchrva2,7/11/2015,1,leyland cypress,leyland cypress,leyland cypress,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,0,3,3,.,.,2015,
steuchrva2,7/11/2015,1,white pine,white pine,white pine,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,1,4.5,4,.,.,2015,
steuchrva2,7/11/2015,1,kousa dogwood,kousa dogwood,kousa dogwood,2,2,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4.5,0.5,3,3,.,.,2015,
steuchrva2,7/11/2015,1,willow sp.,black willow,black willow,5,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,1.5,1.5,1.5,.,.,2015,
steuchrva2,7/11/2015,1,oak sp. (pin?),oak sp.,oak sp.,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,0.5,1.25,1.25,.,.,2015,
steuchrva2,7/11/2015,1,crape myrtle,crape myrtle,crape myrtle,10,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,1,2,2.5,.,.,2015,
steuchrva2,7/11/2015,1,bamboo,bamboo,bamboo,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4.5,0,1,1,.,.,2015,
steuchrva2,7/11/2015,1,oriental juniper,oriental juniper,oriental juniper,10,8,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,0,2,2,.,.,2015,
steuchrva2,7/11/2015,1,oriental juniper,oriental juniper,oriental juniper,10,8,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,0,2,2,.,.,2015,
steuchrva2,7/11/2015,1,american holly,american holly,american holly,12,12,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,1.25,6,6,.,.,2015,
steuchrva2,7/11/2015,1,trifoliate orange,trifoliate orange,trifoliate orange,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,0,1.5,1.5,.,.,2015,
steuchrva2,7/11/2015,1,lilac,lilac,lilac,2,2,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,1.25,1.5,1.5,.,.,2015,
steuchrva2,7/11/2015,1,mulberry,mulberry,mulberry,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,2,6,6,.,.,2015,
steuchrva2,7/11/2015,1,american holly,american holly,american holly,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10.5,1.75,6,6,.,.,2015,
steuchrva2,7/11/2015,1,mulberry,mulberry,mulberry,0.75,0.75,0.75,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.75,1,1.25,0.75,.,.,2015,
steuchrva2,6/21/2015,2,blue/white spruce,blue spruce,blue spruce,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14,2,5,4,p,.,2015,
steuchrva2,6/21/2015,2,deodar cedar,deodar cedar,deodar cedar,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,1.5,6,6,p,.,2015,
steuchrva2,6/21/2015,2,deodar cedar,deodar cedar,deodar cedar,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,1.5,6,6,p,.,2015,
steuchrva2,6/21/2015,2,deodar cedar,deodar cedar,deodar cedar,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,1.5,6,6,p,.,2015,
steuchrva2,6/21/2015,2,deodar cedar,deodar cedar,deodar cedar,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,1.5,6,6,p,.,2015,
steuchrva2,6/21/2015,2,slippery elm? (1/2 in plot),slippery elm,slippery elm,80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,15,20,20,unknown,.,2015,
steuchrva2,6/21/2015,2,flowering dogwood,flowering dogwood,flowering dogwood,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,1.5,4,4,s,.,2015,
steuchrva2,6/21/2015,2,slippery elm,slippery elm,slippery elm,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,8,6,5,.,.,2015,
steuchrva2,6/21/2015,2,yew,yew,yew,10,10,2,4,10,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,1,6,4,p,.,2015,
steuchrva2,6/21/2015,2,crape myrtle,crape myrtle,crape myrtle,15,10,10,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,2,4,4,p,.,2015,
steuchrva2,6/21/2015,2,crape myrtle,crape myrtle,crape myrtle,15,10,10,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,2,4,4,p,.,2015,
steuchrva2,6/21/2015,3,slippery elm,slippery elm,slippery elm,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,6,5,5,p,.,2015,
