site,date,point,shrubspp,shrub_format,tree check,height,width,depth,notes,year
dovecarva1,7/18/2015,nestbox,virginia creeper,virginia creeper,virginia creeper,1.5,0.75,0.25,.,2015
dovecarva1,7/18/2015,nestbox,viburnum plicata,viburnum plicatum,viburnum plicatum,2.75,2.25,2.75,.,2015
dovecarva1,7/18/2015,nestbox,japanese honeysuckle,japanese honeysuckle,japanese honeysuckle,1.1,1.25,0.75,.,2015
dovecarva1,7/18/2015,nestbox,hydrangea macrophylla,hydrangea macrophylla,hydrangea macrophylla,1,1,1.5,.,2015
dovecarva1,7/18/2015,nestbox,hydrangea macrophylla,hydrangea macrophylla,hydrangea macrophylla,1,1,1.5,.,2015
dovecarva1,7/18/2015,nestbox,euonymus,euonymus,euonymus,3.5,6.5,4.5,.,2015
dovecarva1,7/18/2015,nestbox,hydrangea macrophylla,hydrangea macrophylla,hydrangea macrophylla,1.25,1,1.25,.,2015
dovecarva1,7/18/2015,nestbox,azalea,azalea,azalea,0.75,0.5,0.25,.,2015
dovecarva1,7/18/2015,nestbox,azalea,azalea,azalea,1.25,1.25,1.5,.,2015
dovecarva1,7/18/2015,nestbox,azalea,azalea,azalea,1.25,0.75,0.6,.,2015
dovecarva1,7/18/2015,nestbox,azalea,azalea,azalea,1.25,0.75,0.6,.,2015
dovecarva1,7/18/2015,nestbox,azalea,azalea,azalea,1.25,0.75,0.6,.,2015
dovecarva1,7/18/2015,nestbox,azalea,azalea,azalea,1.25,0.75,0.6,.,2015
dovecarva1,7/18/2015,nestbox,unk 6,unknown,unknown,2.5,1,1,.,2015
dovecarva1,7/18/2015,nestbox,sycamore,sycamore,sycamore,1.6,1,0.75,.,2015
dovecarva1,7/18/2015,nestbox,unk 2,unknown,unknown,1.5,1.25,1,.,2015
dovecarva1,7/18/2015,nestbox,unk 8,unknown,unknown,2.75,2.75,2.25,.,2015
dovecarva1,7/18/2015,nestbox,unk 9,unknown,unknown,1,1,1,.,2015
dovecarva1,7/18/2015,nestbox,unk 10,unknown,unknown,1.1,0.75,0.75,.,2015
dovecarva1,7/18/2015,nestbox,azalea,azalea,azalea,1.5,1.75,1.1,.,2015
dovecarva1,7/18/2015,nestbox,azalea,azalea,azalea,1.5,1.75,1.1,.,2015
dovecarva1,7/18/2015,nestbox,azalea,azalea,azalea,1,1.1,1,.,2015
dovecarva1,7/18/2015,nestbox,azalea,azalea,azalea,0.5,1,0.75,.,2015
dovecarva1,7/18/2015,nestbox,hydrangea macrophylla,hydrangea macrophylla,hydrangea macrophylla,1.25,1.5,1.25,.,2015
dovecarva1,7/18/2015,nestbox,rubus,rubus sp.,rubus sp.,0.75,1.25,1,.,2015
dovecarva1,7/18/2015,nestbox,azalea,azalea,azalea,0.6,1,0.75,.,2015
dovecarva1,7/18/2015,nestbox,leyland cypress,leyland cypress,leyland cypress,1,0.5,0.5,.,2015
dovecarva1,7/18/2015,nestbox,euonymus,euonymus,euonymus,2.1,1.5,1.25,.,2015
dovecarva1,7/18/2015,nestbox,compact holly,compact holly,compact holly,0.75,1,0.75,.,2015
dovecarva1,7/18/2015,nestbox,white pine,white pine,white pine,0.75,0.5,0.5,.,2015
dovecarva1,7/18/2015,nestbox,unk 1 (fragrant sumac?),sumac,sumac,2,1.5,2,.,2015
dovecarva1,7/18/2015,nestbox,azalea,azalea,azalea,1.5,1.25,1.75,.,2015
dovecarva1,7/18/2015,nestbox,unk 2,unknown,unknown,0.5,0.5,0.6,.,2015
dovecarva1,7/18/2015,nestbox,viburnum plicata,viburnum plicatum,viburnum plicatum,1.25,1,1,.,2015
dovecarva1,7/18/2015,nestbox,hydrangea macrophylla,hydrangea macrophylla,hydrangea macrophylla,1.25,1,0.75,.,2015
dovecarva1,7/18/2015,nestbox,boxwood,boxwood,boxwood,1.25,1.5,1.25,.,2015
dovecarva1,7/18/2015,nestbox,unk 3 (buckeye?),buckeye,buckeye,1.1,1.75,1.75,.,2015
dovecarva1,7/18/2015,nestbox,unk 4 (baby snowbell?),unknown,unknown,1.5,0.25,0.25,.,2015
dovecarva1,7/18/2015,nestbox,unk 4 (baby snowbell?),unknown,unknown,1.5,0.25,0.25,.,2015
dovecarva1,7/18/2015,nestbox,unk 4,unknown,unknown,0.75,0.25,0.25,.,2015
dovecarva1,7/18/2015,nestbox,unk 4,unknown,unknown,0.75,0.25,0.25,.,2015
dovecarva1,7/18/2015,nestbox,unk 5,unknown,unknown,0.5,0.75,0.85,.,2015
dovecarva1,7/18/2015,nestbox,oak leaf hydrangea,oakleaf hydrangea,oakleaf hydrangea,1.5,0.75,1.75,.,2015
dovecarva1,7/18/2015,2,butterfly bush,butterfly bush,butterfly bush,1,1.5,1.25,.,2015
dovecarva1,7/18/2015,2,button bush,buttonbush,buttonbush,2.5,2.75,3,.,2015
dovecarva1,7/18/2015,2,fig,fig,fig,0.75,0.75,1.15,.,2015
dovecarva1,7/18/2015,2,azalea,azalea,azalea,1,0.75,1.1,.,2015
dovecarva1,7/18/2015,2,azalea,azalea,azalea,1.5,1.5,0.75,.,2015
dovecarva1,7/18/2015,2,unk 1 (honey suckle?),unknown,unknown,1.5,1.5,1.5,.,2015
dovecarva1,7/18/2015,2,vaccinium,lowbush blueberry,lowbush blueberry,1.5,1,0.8,.,2015
dovecarva1,7/18/2015,2,unk 2,unknown,unknown,3,1.5,2.25,.,2015
dovecarva1,7/18/2015,2,rubus,rubus sp.,rubus sp.,1.5,0.6,1,.,2015
dovecarva1,7/18/2015,2,azalea,azalea,azalea,1.5,1,1.25,.,2015
dovecarva1,7/18/2015,2,azalea,azalea,azalea,1.5,1,1.25,.,2015
dovecarva1,7/18/2015,2,azalea,azalea,azalea,1.5,1,1.25,.,2015
dovecarva1,7/18/2015,2,azalea,azalea,azalea,1.5,1,1.25,.,2015
dovecarva1,7/18/2015,2,azalea,azalea,azalea,1.5,1,1.25,.,2015
dovecarva1,7/18/2015,2,azalea,azalea,azalea,1.5,1,1.25,.,2015
dovecarva1,7/18/2015,2,azalea,azalea,azalea,1.5,1,1.25,.,2015
dovecarva1,7/18/2015,2,mimosa,mimosa,mimosa,0.75,0.1,0.1,.,2015
dovecarva1,7/18/2015,2,mimosa,mimosa,mimosa,0.75,0.1,0.1,.,2015
dovecarva1,7/18/2015,2,mimosa,mimosa,mimosa,0.75,0.1,0.1,.,2015
dovecarva1,7/18/2015,2,mimosa,mimosa,mimosa,0.75,0.1,0.1,.,2015
dovecarva1,7/18/2015,2,mimosa,mimosa,mimosa,0.5,0.1,0.1,.,2015
dovecarva1,7/18/2015,2,mimosa,mimosa,mimosa,0.5,0.1,0.1,.,2015
dovecarva1,7/18/2015,2,mimosa,mimosa,mimosa,0.5,0.1,0.1,.,2015
dovecarva1,7/18/2015,2,mimosa,mimosa,mimosa,0.5,0.1,0.1,.,2015
dovecarva1,7/18/2015,2,mimosa,mimosa,mimosa,0.5,0.1,0.1,.,2015
dovecarva1,7/18/2015,2,mimosa,mimosa,mimosa,0.5,0.1,0.1,.,2015
dovecarva1,7/18/2015,2,mimosa,mimosa,mimosa,0.5,0.1,0.1,.,2015
dovecarva1,7/18/2015,2,mimosa,mimosa,mimosa,0.5,0.1,0.1,.,2015
dovecarva1,7/18/2015,2,mimosa,mimosa,mimosa,0.5,0.1,0.1,.,2015
dovecarva1,7/18/2015,2,mimosa,mimosa,mimosa,0.5,0.1,0.1,.,2015
dovecarva1,7/18/2015,2,azalea,azalea,azalea,2,2.5,2.5,.,2015
dovecarva1,7/18/2015,2,azalea,azalea,azalea,0.75,1.25,1.1,.,2015
dovecarva1,7/18/2015,2,unk 3 (vine),unknown,unknown,1.5,0.75,0.75,.,2015
dovecarva1,7/18/2015,2,unk 4 (shrub),unknown,unknown,3,3,3,.,2015
dovecarva1,7/18/2015,3,ornamental holly,ornamental holly,ornamental holly,2,2.25,2,.,2015
dovecarva1,7/18/2015,3,american holly,american holly,american holly,1.75,1.25,1.1,.,2015
dovecarva1,7/18/2015,3,azalea,azalea,azalea,1.6,1.5,0.75,.,2015
dovecarva1,7/18/2015,3,azalea,azalea,azalea,1.6,1.5,0.75,.,2015
dovecarva1,7/18/2015,3,azalea,azalea,azalea,1.25,1.1,0.75,.,2015
dovecarva1,7/18/2015,3,azalea,azalea,azalea,1.25,1.1,0.75,.,2015
dovecarva1,7/18/2015,3,azalea,azalea,azalea,0.75,0.75,1.25,.,2015
dovecarva1,7/18/2015,3,hydrangea macrophylla,hydrangea macrophylla,hydrangea macrophylla,1.25,1.1,1.1,.,2015
dovecarva1,7/18/2015,3,smooth sumac,sumac,sumac,2,0.75,1,.,2015
dovecarva1,7/18/2015,3,azalea,azalea,azalea,0.5,1,0.75,.,2015
dovecarva1,7/18/2015,3,yew,yew,yew,1.75,0.75,0.75,.,2015
dovecarva1,7/18/2015,3,yew,yew,yew,0.75,0.5,0.5,.,2015
dovecarva1,7/18/2015,1,rose,multiflora rose,multiflora rose,1.25,1.75,1.5,.,2015
dovecarva1,7/18/2015,1,azalea,azalea,azalea,1,1,1,.,2015
dovecarva1,7/18/2015,1,azalea,azalea,azalea,1,1,1,.,2015
dovecarva1,7/18/2015,1,azalea,azalea,azalea,1,1,1,.,2015
dovecarva1,7/18/2015,1,azalea,azalea,azalea,1,1,1,.,2015
dovecarva1,7/18/2015,1,azalea,azalea,azalea,1,1,1,.,2015
dovecarva1,7/18/2015,1,azalea,azalea,azalea,1,1,1,.,2015
dovecarva1,7/18/2015,1,azalea,azalea,azalea,1,1,1,.,2015
dovecarva1,7/18/2015,1,azalea,azalea,azalea,1,1,1,.,2015
dovecarva1,7/18/2015,1,azalea,azalea,azalea,1,1,1,.,2015
dovecarva1,7/18/2015,1,azalea,azalea,azalea,1,1,1,.,2015
dovecarva1,7/18/2015,1,azalea,azalea,azalea,1,1,1,.,2015
dovecarva1,7/18/2015,1,azalea,azalea,azalea,1,1,1,.,2015
dovecarva1,7/18/2015,1,azalea,azalea,azalea,1,1,1,.,2015
dovecarva1,7/18/2015,1,azalea,azalea,azalea,1,1,1,.,2015
dovecarva1,7/18/2015,1,azalea,azalea,azalea,1,1,1,.,2015
dovecarva1,7/18/2015,1,azalea,azalea,azalea,1,1,1,.,2015
dovecarva1,7/18/2015,1,azalea,azalea,azalea,1,1,1,.,2015
dovecarva1,7/18/2015,1,azalea,azalea,azalea,1,1,1,.,2015
dovecarva1,7/18/2015,1,azalea,azalea,azalea,1.9,1.5,1.25,.,2015
dovecarva1,7/18/2015,1,azalea,azalea,azalea,1.9,1.5,1.25,.,2015
dovecarva1,7/18/2015,1,rhododendron,rhododendron,rhododendron,2.5,3,2.5,.,2015
dovecarva1,7/18/2015,1,azalea,azalea,azalea,2,1.25,1.5,.,2015
dovecarva1,7/18/2015,1,rubus,rubus sp.,rubus sp.,1,0.25,0.25,.,2015
dovecarva1,7/18/2015,1,rubus,rubus sp.,rubus sp.,0.5,0.25,0.25,.,2015
dovecarva1,7/18/2015,1,rubus,rubus sp.,rubus sp.,0.5,0.25,0.25,.,2015
dovecarva1,7/18/2015,4,"alberta spruce (sospnest, 5 eggs, 3 sosp, 2 bhco)",alberta spruce,alberta spruce,1.6,1.25,1.25,.,2015
dovecarva1,7/18/2015,4,american holly,american holly,american holly,3,0.5,3.25,.,2015
dovecarva1,7/18/2015,4,grapevine,grapevine,grapevine,3,2.5,2,.,2015
dovecarva1,7/18/2015,4,boxwood,boxwood,boxwood,2.1,3.5,2,.,2015
dovecarva1,7/18/2015,4,grapevine,grapevine,grapevine,1.5,0.5,0.5,.,2015
dovecarva1,7/18/2015,4,mimosa,mimosa,mimosa,2,0.75,0.5,.,2015
dovecarva1,7/18/2015,4,white cedar,northern white cedar,northern white cedar,0.75,0.75,0.75,.,2015
dovecarva1,7/18/2015,4,white cedar,northern white cedar,northern white cedar,0.75,0.75,0.75,.,2015
dovecarva1,7/18/2015,4,white cedar,northern white cedar,northern white cedar,1.25,0.25,0.25,.,2015
dovecarva1,7/18/2015,4,white cedar,northern white cedar,northern white cedar,1.25,0.25,0.25,.,2015
dovecarva1,7/18/2015,4,azalea,azalea,azalea,1.5,1.5,1.25,.,2015
dovecarva1,7/18/2015,4,unk 1,unknown,unknown,0.75,1.5,1.5,.,2015
dovecarva1,7/18/2015,4,red cedar,red cedar,red cedar,1.6,3,2.75,.,2015
finemaumd1,7/14/2015,1,compact holly,compact holly,compact holly,2,2.25,2.25,.,2015
finemaumd1,7/14/2015,1,black walnut,black walnut,black walnut,1.5,1,0.5,.,2015
finemaumd1,7/14/2015,1,rose of sharon,rose of sharon,rose of sharon,2.25,1.5,0.5,.,2015
finemaumd1,7/14/2015,1,willow oak,willow oak,willow oak,2,2,2,.,2015
finemaumd1,7/14/2015,1,willow oak,willow oak,willow oak,3,2,2,.,2015
finemaumd1,7/14/2015,1,compact holly,compact holly,compact holly,2.5,3.5,2,.,2015
finemaumd1,7/14/2015,1,rose of sharon,rose of sharon,rose of sharon,2.25,0.5,0.5,.,2015
finemaumd1,7/14/2015,1,privet,privet,privet,4,3,3,.,2015
finemaumd1,7/14/2015,1,willow oak,willow oak,willow oak,1.25,0.25,0.25,.,2015
finemaumd1,7/14/2015,1,rose of sharon,rose of sharon,rose of sharon,0.5,0.25,0.25,.,2015
finemaumd1,7/14/2015,1,red cedar,red cedar,red cedar,0.5,1,1,.,2015
finemaumd1,7/14/2015,nestbox,strawberry bush,strawberry bush,strawberry bush,2.3,1.5,1.5,.,2015
finemaumd1,7/14/2015,nestbox,flowering dogwood,flowering dogwood,flowering dogwood,1.25,1,1,.,2015
finemaumd1,7/14/2015,nestbox,strawberry bush,strawberry bush,strawberry bush,2,0.5,0.5,.,2015
finemaumd1,7/14/2015,nestbox,strawberry bush,strawberry bush,strawberry bush,2,0.5,0.5,.,2015
finemaumd1,7/14/2015,nestbox,black locust,black locust,black locust,0.75,0.25,0.25,.,2015
finemaumd1,7/14/2015,nestbox,black locust,black locust,black locust,0.75,0.25,0.25,.,2015
finemaumd1,7/14/2015,nestbox,black locust,black locust,black locust,0.75,0.25,0.25,.,2015
finemaumd1,7/14/2015,nestbox,black locust,black locust,black locust,0.75,0.25,0.25,.,2015
finemaumd1,7/14/2015,nestbox,black locust,black locust,black locust,0.75,0.25,0.25,.,2015
finemaumd1,7/14/2015,nestbox,black locust,black locust,black locust,0.75,0.25,0.25,.,2015
finemaumd1,7/14/2015,nestbox,black locust,black locust,black locust,0.75,0.25,0.25,.,2015
finemaumd1,7/14/2015,nestbox,black locust,black locust,black locust,0.75,0.25,0.25,.,2015
finemaumd1,7/14/2015,nestbox,black locust,black locust,black locust,0.75,0.25,0.25,.,2015
finemaumd1,7/14/2015,nestbox,black locust,black locust,black locust,0.75,0.25,0.25,.,2015
finemaumd1,7/14/2015,nestbox,black locust,black locust,black locust,0.75,0.25,0.25,.,2015
finemaumd1,7/14/2015,nestbox,black locust,black locust,black locust,0.75,0.25,0.25,.,2015
finemaumd1,7/14/2015,nestbox,black locust,black locust,black locust,0.75,0.25,0.25,.,2015
finemaumd1,7/14/2015,nestbox,black locust,black locust,black locust,0.75,0.25,0.25,.,2015
finemaumd1,7/14/2015,nestbox,black locust,black locust,black locust,0.75,0.25,0.25,.,2015
finemaumd1,7/14/2015,nestbox,black locust,black locust,black locust,0.75,0.25,0.25,.,2015
finemaumd1,7/14/2015,nestbox,black locust,black locust,black locust,0.75,0.25,0.25,.,2015
finemaumd1,7/14/2015,nestbox,black locust,black locust,black locust,0.75,0.25,0.25,.,2015
finemaumd1,7/14/2015,nestbox,black locust,black locust,black locust,0.75,0.25,0.25,.,2015
finemaumd1,7/14/2015,nestbox,coral honeysuckle,coral honeysuckle,coral honeysuckle,1,0.5,0.5,.,2015
finemaumd1,7/14/2015,nestbox,strawberry bush,strawberry bush,strawberry bush,1.5,1,1,.,2015
finemaumd1,7/14/2015,nestbox,coral honeysuckle,coral honeysuckle,coral honeysuckle,1.5,2,1.5,.,2015
finemaumd1,7/14/2015,nestbox,virginia creeper,virginia creeper,virginia creeper,1,1.5,1.5,.,2015
finemaumd1,7/14/2015,nestbox,redbud,redbud,redbud,1,0.5,0.5,.,2015
finemaumd1,7/14/2015,nestbox,virginia creeper,virginia creeper,virginia creeper,1,1,1,.,2015
finemaumd1,7/14/2015,nestbox,trumpet vine,trumpet vine,trumpet vine,1,1,1,.,2015
finemaumd1,7/14/2015,nestbox,strawberry bush,strawberry bush,strawberry bush,1.5,0.5,0.5,.,2015
finemaumd1,7/14/2015,nestbox,strawberry bush,strawberry bush,strawberry bush,1.5,1,1,.,2015
finemaumd1,7/14/2015,nestbox,rose of sharon,rose of sharon,rose of sharon,2.5,0.5,0.25,.,2015
finemaumd1,7/14/2015,nestbox,black locust,black locust,black locust,1.5,1.5,1,.,2015
finemaumd1,7/14/2015,nestbox,black locust,black locust,black locust,1,0.5,0.5,.,2015
finemaumd1,7/14/2015,nestbox,black locust,black locust,black locust,1,0.5,0.5,.,2015
finemaumd1,7/14/2015,nestbox,black locust,black locust,black locust,1,0.5,0.5,.,2015
finemaumd1,7/14/2015,nestbox,black locust,black locust,black locust,1,0.5,0.5,.,2015
finemaumd1,7/14/2015,nestbox,black locust,black locust,black locust,1,0.5,0.5,.,2015
finemaumd1,7/14/2015,nestbox,black locust,black locust,black locust,1,0.5,0.5,.,2015
finemaumd1,7/14/2015,nestbox,black locust,black locust,black locust,1,0.5,0.5,.,2015
finemaumd1,7/14/2015,nestbox,strawberry bush,strawberry bush,strawberry bush,1.5,0.75,0.5,.,2015
finemaumd1,7/14/2015,nestbox,strawberry bush,strawberry bush,strawberry bush,1.5,0.75,0.5,.,2015
finemaumd1,7/14/2015,nestbox,paw paw,pawpaw,pawpaw,1.5,0.75,0.5,.,2015
finemaumd1,7/14/2015,nestbox,black locust,black locust,black locust,1.25,0.25,0.25,.,2015
finemaumd1,7/14/2015,nestbox,serviceberry,serviceberry,serviceberry,2,1.5,1.5,.,2015
finemaumd1,7/14/2015,nestbox,black cherry,black cherry,black cherry,0.75,0.25,0.25,.,2015
finemaumd1,7/14/2015,nestbox,"native honeysuckle (hollow stem, no hairs on leaf)",honeysuckle (native),honeysuckle (native),1.5,1.5,1.5,.,2015
finemaumd1,7/14/2015,nestbox,"native honeysuckle (hollow stem, no hairs on leaf)",honeysuckle (native),honeysuckle (native),1.25,1,1,.,2015
finemaumd1,7/14/2015,nestbox,swamp white oak,swamp white oak,swamp white oak,1.5,0.5,0.75,.,2015
finemaumd1,7/14/2015,nestbox,azalea,azalea,azalea,1.25,1.5,1.25,.,2015
finemaumd1,7/14/2015,nestbox,azalea,azalea,azalea,1,1,1,.,2015
finemaumd1,7/14/2015,nestbox,azalea,azalea,azalea,1.75,1.5,1.5,.,2015
finemaumd1,7/14/2015,nestbox,white cedar (yellow cultivar),northern white cedar,northern white cedar,1.5,1.25,1.25,.,2015
finemaumd1,7/14/2015,nestbox,white cedar (yellow cultivar),northern white cedar,northern white cedar,1.5,1.25,1.25,.,2015
finemaumd1,7/14/2015,nestbox,summer sweet clethra,summersweet,summersweet,1.75,1.5,1.5,.,2015
finemaumd1,7/14/2015,nestbox,rose,multiflora rose,multiflora rose,0.5,0.75,0.25,.,2015
finemaumd1,7/14/2015,nestbox,viburnum nudum,viburnum nudum,viburnum nudum,0.75,1,1,.,2015
finemaumd1,7/14/2015,2,nandina,nandina,nandina,2,1.75,2,.,2015
finemaumd1,7/14/2015,2,burning bush,burning bush,burning bush,4,5,5,.,2015
finemaumd1,7/14/2015,2,red oak,red oak,red oak,0.5,1.5,0.25,.,2015
finemaumd1,7/14/2015,2,privet,privet,privet,1.5,0.5,0.5,.,2015
finemaumd1,7/14/2015,2,privet,privet,privet,1.5,0.5,0.5,.,2015
finemaumd1,7/14/2015,2,privet,privet,privet,1.5,1.5,0.25,.,2015
finemaumd1,7/14/2015,2,privet,privet,privet,1,1,0.5,.,2015
finemaumd1,7/14/2015,2,white cedar,northern white cedar,northern white cedar,2,1.5,1,.,2015
finemaumd1,7/14/2015,2,unk 1,unknown,unknown,5,3.5,2.75,.,2015
finemaumd1,7/14/2015,2,unk 2,unknown,unknown,3,2.5,2.75,.,2015
finemaumd1,7/14/2015,3,euonymus,euonymus,euonymus,1.75,1.75,1.75,.,2015
finemaumd1,7/14/2015,3,euonymus,euonymus,euonymus,1.75,1.75,1.75,.,2015
finemaumd1,7/14/2015,3,euonymus,euonymus,euonymus,1.75,1.75,1.75,.,2015
finemaumd1,7/14/2015,3,nandina,nandina,nandina,2,1.5,1.5,.,2015
finemaumd1,7/14/2015,3,kousa dog,kousa dogwood,kousa dogwood,1.5,1,1,.,2015
finemaumd1,7/14/2015,3,compact holly,compact holly,compact holly,1,1.5,1,.,2015
finemaumd1,7/14/2015,3,compact holly,compact holly,compact holly,1,0.4,0.4,.,2015
finemaumd1,7/14/2015,3,irish ivy,irish ivy,irish ivy,2,2.5,2,.,2015
finemaumd1,7/14/2015,3,irish ivy,irish ivy,irish ivy,6,6,4,.,2015
finemaumd1,7/14/2015,3,mulberry,mulberry,mulberry,1.5,2,1.5,.,2015
finemaumd1,7/14/2015,3,boxwood,boxwood,boxwood,1,1,1,.,2015
finemaumd1,7/14/2015,3,compact holly,compact holly,compact holly,1.25,0.5,0.5,.,2015
finemaumd1,7/14/2015,4,compact holly,compact holly,compact holly,1.5,1.5,1.5,.,2015
finemaumd1,7/14/2015,4,privet,privet,privet,1,0.5,0.5,.,2015
finemaumd1,7/14/2015,4,compact holly,compact holly,compact holly,0.75,0.5,0.5,.,2015
forsdawmd1,7/8/2015,nestbox,japanese black pine,black pine,black pine,1,1.5,1,.,2015
forsdawmd1,7/8/2015,nestbox,nandina,nandina,nandina,1.25,1,1,.,2015
forsdawmd1,7/8/2015,nestbox,compact holly,compact holly,compact holly,1.25,0.25,0.25,.,2015
forsdawmd1,7/8/2015,nestbox,compact holly,compact holly,compact holly,1.25,0.25,0.25,.,2015
forsdawmd1,7/8/2015,nestbox,ornamental holly,ornamental holly,ornamental holly,0.75,0.25,0.25,.,2015
forsdawmd1,7/8/2015,nestbox,red cedar,red cedar,red cedar,1,1,0.75,.,2015
forsdawmd1,7/8/2015,nestbox,hydrangea macrophylla,hydrangea macrophylla,hydrangea macrophylla,1,2,1,.,2015
forsdawmd1,7/8/2015,nestbox,hydrangea macrophylla,hydrangea macrophylla,hydrangea macrophylla,1.5,1.5,1.5,.,2015
forsdawmd1,7/8/2015,nestbox,hydrangea macrophylla,hydrangea macrophylla,hydrangea macrophylla,1,1,1,.,2015
forsdawmd1,7/8/2015,nestbox,wisteria,wisteria,wisteria,0.5,0.5,0.5,.,2015
forsdawmd1,7/8/2015,nestbox,leather leaf viburnum,leatherleaf viburnum,leatherleaf viburnum,2.5,1.5,1.5,.,2015
forsdawmd1,7/8/2015,nestbox,cherry laurel,cherry laurel,cherry laurel,0.75,1,1.5,.,2015
forsdawmd1,7/8/2015,nestbox,cherry laurel,cherry laurel,cherry laurel,0.75,1.5,1,.,2015
forsdawmd1,7/8/2015,nestbox,cherry laurel,cherry laurel,cherry laurel,0.75,1.5,1.5,.,2015
forsdawmd1,7/8/2015,nestbox,cherry laurel,cherry laurel,cherry laurel,0.75,1.5,1,.,2015
forsdawmd1,7/8/2015,nestbox,cherry laurel,cherry laurel,cherry laurel,0.75,1,1,.,2015
forsdawmd1,7/8/2015,nestbox,cherry laurel,cherry laurel,cherry laurel,1,1.5,1.5,.,2015
forsdawmd1,7/8/2015,nestbox,cherry laurel,cherry laurel,cherry laurel,1.25,2,1,.,2015
forsdawmd1,7/8/2015,nestbox,cherry laurel,cherry laurel,cherry laurel,1.25,1.5,0.75,.,2015
forsdawmd1,7/8/2015,nestbox,leather leaf viburnum,leatherleaf viburnum,leatherleaf viburnum,2,2,1,.,2015
forsdawmd1,7/8/2015,nestbox,azalea,azalea,azalea,1,1,1.5,.,2015
forsdawmd1,7/8/2015,nestbox,nandina,nandina,nandina,1.25,1.25,1.25,.,2015
forsdawmd1,7/8/2015,nestbox,nandina,nandina,nandina,2,2,1.5,.,2015
forsdawmd1,7/8/2015,nestbox,nandina,nandina,nandina,1.5,1,1,.,2015
forsdawmd1,7/8/2015,nestbox,bush honeysuckle,bush honeysuckle,bush honeysuckle,2.5,2,1,.,2015
forsdawmd1,7/8/2015,nestbox,nandina,nandina,nandina,0.5,0.5,0.5,.,2015
forsdawmd1,7/8/2015,nestbox,nandina,nandina,nandina,0.5,0.5,0.5,.,2015
forsdawmd1,7/8/2015,nestbox,nandina,nandina,nandina,0.5,0.5,0.5,.,2015
forsdawmd1,7/8/2015,nestbox,nandina,nandina,nandina,0.5,0.5,0.5,.,2015
forsdawmd1,7/8/2015,nestbox,azalea,azalea,azalea,1,1.5,1.5,.,2015
forsdawmd1,7/8/2015,nestbox,spirea,spirea,spirea,1,2,1.5,.,2015
forsdawmd1,7/8/2015,nestbox,hydrangea macrophylla,hydrangea macrophylla,hydrangea macrophylla,1.25,1.5,1.5,.,2015
forsdawmd1,7/8/2015,nestbox,spirea,spirea,spirea,1,1,1,.,2015
forsdawmd1,7/8/2015,nestbox,wisteria,wisteria,wisteria,0.5,0.5,0.5,.,2015
forsdawmd1,7/15/2015,1,azalea,azalea,azalea,1,1.25,1.5,.,2015
forsdawmd1,7/15/2015,1,azalea,azalea,azalea,0.5,0.5,0.5,.,2015
forsdawmd1,7/15/2015,1,hydrangea macrophylla,hydrangea macrophylla,hydrangea macrophylla,1.75,1.5,1.5,.,2015
forsdawmd1,7/15/2015,1,euonymus,euonymus,euonymus,3,2.5,2.5,.,2015
forsdawmd1,7/15/2015,1,rose,multiflora rose,multiflora rose,0.6,0.75,0.5,.,2015
forsdawmd1,7/15/2015,1,rose,multiflora rose,multiflora rose,0.6,0.75,0.5,.,2015
forsdawmd1,7/15/2015,1,viburnum (not native),viburnum sp.,viburnum sp.,2.5,1.25,1.5,.,2015
forsdawmd1,7/15/2015,1,viburnum (not native),viburnum sp.,viburnum sp.,2.5,1.25,1.5,.,2015
forsdawmd1,7/15/2015,1,compact holly,compact holly,compact holly,2.25,0.25,0.25,.,2015
forsdawmd1,7/15/2015,1,ornamental holly,ornamental holly,ornamental holly,1.5,0.75,0.75,.,2015
forsdawmd1,7/15/2015,1,cherry laurel,cherry laurel,cherry laurel,0.6,1,0.75,.,2015
forsdawmd1,7/15/2015,1,crape myrtle,crape myrtle,crape myrtle,2,1.5,1.5,.,2015
forsdawmd1,7/15/2015,1,crape myrtle,crape myrtle,crape myrtle,1.25,1,0.75,.,2015
forsdawmd1,7/15/2015,1,leyland cypress,leyland cypress,leyland cypress,2.5,1.75,2,.,2015
forsdawmd1,7/15/2015,1,ornamental holly,ornamental holly,ornamental holly,1.6,1.25,1.5,.,2015
forsdawmd1,7/15/2015,1,ornamental holly,ornamental holly,ornamental holly,0.25,0.25,0.25,.,2015
forsdawmd1,7/15/2015,1,unk 3,unknown,unknown,0.5,0.5,0.5,.,2015
forsdawmd1,7/15/2015,1,unk 3,unknown,unknown,0.5,0.5,0.5,.,2015
forsdawmd1,7/15/2015,1,unk 3,unknown,unknown,0.5,0.5,0.5,.,2015
forsdawmd1,7/15/2015,1,hydrangea macrophylla,hydrangea macrophylla,hydrangea macrophylla,2.5,2.5,2.5,.,2015
forsdawmd1,7/15/2015,1,ornamental holly,ornamental holly,ornamental holly,1.5,2,1.5,.,2015
forsdawmd1,7/15/2015,1,rose of sharon,rose of sharon,rose of sharon,0.5,0.25,0.25,.,2015
forsdawmd1,7/15/2015,1,rose of sharon,rose of sharon,rose of sharon,0.75,0.5,0.25,.,2015
forsdawmd1,7/15/2015,1,unk 4,unknown,unknown,0.5,0.5,0.25,.,2015
forsdawmd1,7/15/2015,1,unk 4,unknown,unknown,0.5,0.5,0.25,.,2015
