site,date,point,shrubspp,shrub_format,tree check,height,width,depth,notes,year
vongjenmd1,2013,vongjen-nestbox,viburnum spp.,Viburnum sp.,viburnum sp.,2.5,2.5,2,.,2013
vongjenmd1,2013,vongjen-nestbox,japanese cherry Spp.,japanese cherry,japanese cherry,1.5,1.5,1,.,2013
vongjenmd1,2013,vongjen-nestbox,forthysia,forsythia,forsythia,2,4,1,.,2013
vongjenmd1,2013,vongjen-nestbox,bush honeysuckle (Lonicera spp.),bush honeysuckle,bush honeysuckle,2.5,3,1,.,2013
vongjenmd1,2013,vongjen-nestbox,kousa dogwood,kousa dogwood,kousa dogwood,4,4,1.5,.,2013
vongjenmd1,2013,vongjen-nestbox,english yew,yew,yew,1.5,1,8,.,2013
vongjenmd1,2013,vongjen-nestbox,azaleas,azalea,azalea,0.75,0.75,0.75,.,2013
vongjenmd1,2013,vongjen-nestbox,azaleas,azalea,azalea,0.75,0.75,0.75,.,2013
vongjenmd1,2013,vongjen-nestbox,azaleas,azalea,azalea,0.75,0.75,0.75,.,2013
vongjenmd1,2013,vongjen-nestbox,hydrangea,hydrangea,hydrangea,0.75,1,1,.,2013
vongjenmd1,2013,vongjen-nestbox,bush honeysuckle (Lonicera spp.),bush honeysuckle,bush honeysuckle,4,1,0.5,.,2013
vongjenmd1,2013,vongjen-nestbox,azaleas,azalea,azalea,1.5,2.5,2,.,2013
vongjenmd1,2013,vongjen-nestbox,azaleas,azalea,azalea,0.5,0.75,0.5,.,2013
vongjenmd1,2013,vongjen-nestbox,azaleas,azalea,azalea,0.5,0.75,0.5,.,2013
vongjenmd1,2013,vongjen-nestbox,viburnum spp.,Viburnum sp.,viburnum sp.,1,2,1,.,2013
vongjenmd1,2013,vongjen-nestbox,spicebush,spicebush,spicebush,1,1,0.5,.,2013
vongjenmd1,2013,vongjen-nestbox,privet,privet,privet,1.25,1,1,.,2013
vongjenmd1,2013,vongjen-nestbox,hydrangea,hydrangea,hydrangea,1.5,2,2,.,2013
vongjenmd1,2013,vongjen-nestbox,azaleas,azalea,azalea,0.5,0.8,0.8,.,2013
vongjenmd1,2013,vongjen-15,bush honeysuckle (Lonicera spp.),bush honeysuckle,bush honeysuckle,2.5,1.75,2,.,2013
vongjenmd1,2013,vongjen-15,bush honeysuckle (Lonicera spp.),bush honeysuckle,bush honeysuckle,2.5,2,3,.,2013
vongjenmd1,2013,vongjen-15,rose of sharon,rose of sharon,rose of sharon,1.5,0.6,1.5,.,2013
vongjenmd1,2013,vongjen-15,bush honeysuckle (Lonicera spp.),bush honeysuckle,bush honeysuckle,2.5,2,2.5,.,2013
vongjenmd1,2013,vongjen-15,bush honeysuckle (Lonicera spp.),bush honeysuckle,bush honeysuckle,0.75,0.75,0.5,.,2013
vongjenmd1,2013,vongjen-15,bush honeysuckle (Lonicera spp.),bush honeysuckle,bush honeysuckle,3,3,2.25,.,2013
vongjenmd1,2013,vongjen-15,rose of sharon,rose of sharon,rose of sharon,1.75,0.75,5,.,2013
vongjenmd1,2013,vongjen-15,rose of sharon,rose of sharon,rose of sharon,2,1.75,1,.,2013
vongjenmd1,2013,vongjen-15,kousa dogwood,kousa dogwood,kousa dogwood,3,0.5,1,.,2013
vongjenmd1,2013,vongjen-15,english yew,yew,yew,1.5,2,1.75,.,2013
vongjenmd1,2013,vongjen-15,boxwood,boxwood,boxwood,1.75,1.5,3,.,2013
vongjenmd1,2013,vongjen-15,azaleas,azalea,azalea,1.75,2.25,1,.,2013
vongjenmd1,2013,vongjen-15,ornamental holly varieties,ornamental holly,ornamental holly,1.75,0.75,1,.,2013
vongjenmd1,2013,vongjen-25,bush honeysuckle (Lonicera spp.),bush honeysuckle,bush honeysuckle,4,4,6,.,2013
vongjenmd1,2013,vongjen-25,burning bush,burning bush,burning bush,3,4,3,.,2013
vongjenmd1,2013,vongjen-25,rose of sharon,rose of sharon,rose of sharon,1.5,1,0.5,.,2013
vongjenmd1,2013,vongjen-25,bush honeysuckle (Lonicera spp.),bush honeysuckle,bush honeysuckle,2,3,4,.,2013
vongjenmd1,2013,vongjen-25,forthysia,forsythia,forsythia,1.5,1,1,.,2013
vongjenmd1,2013,vongjen-25,japanese cherry Spp.,japanese cherry,japanese cherry,1,0.2,0.1,.,2013
vongjenmd1,2013,vongjen-25,azaleas,azalea,azalea,1.5,1.5,1,.,2013
vongjenmd1,2013,vongjen-25,azaleas,azalea,azalea,1.5,1.5,1.5,.,2013
vongjenmd1,2013,vongjen-25,rose of sharon,rose of sharon,rose of sharon,2,2,1.75,.,2013
vongjenmd1,2013,vongjen-25,laurel spp.,cherry laurel,cherry laurel,1.25,1,1,.,2013
vongjenmd1,2013,vongjen-25,hydrangea,hydrangea,hydrangea,1,3,1.5,.,2013
vongjenmd1,2013,vongjen-25,azaleas,azalea,azalea,1.25,2,1,.,2013
vongjenmd1,2013,vongjen-25,hydrangea,hydrangea,hydrangea,1,2,2,.,2013
vongjenmd1,2013,vongjen-25,cherry dogwood,cornelian cherry dogwood,cornelian cherry dogwood,3,2,2,.,2013
vongjenmd1,2013,vongjen-25,viburnum spp.,Viburnum sp.,viburnum sp.,0.75,1,0.75,.,2013
vongjenmd1,2013,vongjen-25,azaleas,azalea,azalea,1.5,1.5,1,.,2013
vongjenmd1,2013,vongjen-25,rhododendron spp.,rhododendron,rhododendron,1.75,1,1,.,2013
vongjenmd1,2013,vongjen-10,azaleas,azalea,azalea,0.5,0.75,2.5,.,2013
vongjenmd1,2013,vongjen-10,boxwood,boxwood,boxwood,0.5,0.5,0.5,.,2013
vongjenmd1,2013,vongjen-10,boxwood,boxwood,boxwood,0.5,0.5,0.5,.,2013
vongjenmd1,2013,vongjen-10,heavenly bamboo (nandina),nandina,nandina,1.5,0.6,0.4,.,2013
vongjenmd1,2013,vongjen-10,red cedar (eastern),red cedar,red cedar,1,1.5,0.4,.,2013
vongjenmd1,2013,vongjen-10,boxwood,boxwood,boxwood,1.5,0.25,0.25,.,2013
vongjenmd1,2013,vongjen-10,azaleas,azalea,azalea,2,0.25,0.25,.,2013
vongjenmd1,2013,vongjen-10,laurel spp.,cherry laurel,cherry laurel,2.5,3,0.1,.,2013
vongjenmd1,2013,vongjen-10,forthysia,forsythia,forsythia,2.5,0.75,0.5,.,2013
vongjenmd1,2013,vongjen-10,cherry dogwood,cornelian cherry dogwood,cornelian cherry dogwood,3.5,3.5,2,.,2013
vongjenmd1,2013,vongjen-10,english yew,yew,yew,1.5,1.5,0.75,.,2013
vongjenmd1,2013,vongjen-10,azaleas,azalea,azalea,0.75,0.6,1.5,.,2013
vongjenmd1,2013,vongjen-10,japanese aucuba (Sawtoothed),aucuba japonica,aucuba japonica,0.75,0.6,0.4,.,2013
vongjenmd1,2013,vongjen-10,english yew,yew,yew,2.25,0.75,1.25,.,2013
vongjenmd1,2013,vongjen-10,ornamental holly varieties,ornamental holly,ornamental holly,0.75,3,1.5,.,2013
vongjenmd1,2013,vongjen-10,azaleas,azalea,azalea,0.75,0.6,0.75,.,2013
vongjenmd1,2013,vongjen-10,azaleas,azalea,azalea,0.75,0.6,0.75,.,2013
vongjenmd1,2013,vongjen-10,azaleas,azalea,azalea,0.75,0.6,0.75,.,2013
vongjenmd1,2013,vongjen-10,azaleas,azalea,azalea,0.75,0.6,0.75,.,2013
vongjenmd1,2013,vongjen-10,red cedar (eastern),red cedar,red cedar,0.5,0.75,0.75,.,2013
vongjenmd1,2013,vongjen-3,english yew,yew,yew,1.5,2.5,2,.,2013
vongjenmd1,2013,vongjen-3,viburnum spp.,Viburnum sp.,viburnum sp.,2.25,1.5,1.5,.,2013
sollchrmd1,2013,sollchr-11,ornamental holly varieties,ornamental holly,ornamental holly,1.5,1,1.25,.,2013
sollchrmd1,2013,sollchr-11,unknown native shrub,unknown,unknown,2,0.75,0.75,.,2013
sollchrmd1,2013,sollchr-11,japanese maple,japanese maple,japanese maple,1,1.25,1.25,.,2013
sollchrmd1,2013,sollchr-11,rhododendron spp.,rhododendron,rhododendron,0.75,0.75,0.75,.,2013
sollchrmd1,2013,sollchr-11,viburnum spp.,Viburnum sp.,viburnum sp.,0.75,0.75,0.75,.,2013
sollchrmd1,2013,sollchr-11,viburnum spp.,Viburnum sp.,viburnum sp.,0.75,0.75,0.75,.,2013
sollchrmd1,2013,sollchr-11,virginia sweetspire,virginia sweetspire,virginia sweetspire,0.75,2,1,.,2013
sollchrmd1,2013,sollchr-11,oak leaf hydrangae,oakleaf hydrangea,oakleaf hydrangea,0.75,1,1,.,2013
sollchrmd1,2013,sollchr-11,hydrangea,hydrangea,hydrangea,0.75,1,1,.,2013
sollchrmd1,2013,sollchr-11,laurel spp.,cherry laurel,cherry laurel,1,1.5,3,.,2013
sollchrmd1,2013,sollchr-11,rhododendron spp.,rhododendron,rhododendron,1.5,2,0.75,.,2013
sollchrmd1,2013,sollchr-11,rhododendron spp.,rhododendron,rhododendron,1,1,2,.,2013
sollchrmd1,2013,sollchr-11,hydrangea,hydrangea,hydrangea,3,2,2,.,2013
sollchrmd1,2013,sollchr-11,azaleas,azalea,azalea,0.75,0.75,0.75,.,2013
sollchrmd1,2013,sollchr-11,azaleas,azalea,azalea,0.6,1,1,.,2013
sollchrmd1,2013,sollchr-11,fothergilla,fothergilla,fothergilla,1,0.75,0.75,.,2013
sollchrmd1,2013,sollchr-11,laurel spp.,cherry laurel,cherry laurel,1,3,1,.,2013
sollchrmd1,2013,sollchr-11,mohawk viburnum,burkwood viburnum,burkwood viburnum,1.5,2,2,.,2013
sollchrmd1,2013,sollchr-5,american holly,american holly,american holly,1.5,1,1,.,2013
sollchrmd1,2013,sollchr-5,viburnum spp.,Viburnum sp.,viburnum sp.,3,3,5,.,2013
sollchrmd1,2013,sollchr-5,redbud (eastern),redbud,redbud,1.25,0.25,0.25,.,2013
sollchrmd1,2013,sollchr-5,laurel spp.,cherry laurel,cherry laurel,0.5,2,1,.,2013
sollchrmd1,2013,sollchr-5,heavenly bamboo (nandina),nandina,nandina,1.25,1,0.5,.,2013
sollchrmd1,2013,sollchr-5,heavenly bamboo (nandina),nandina,nandina,1.25,1,0.5,.,2013
sollchrmd1,2013,sollchr-5,bush honeysuckle (Lonicera spp.),bush honeysuckle,bush honeysuckle,3,2,2,.,2013
sollchrmd1,2013,sollchr-5,oak leaf hydrangae,oakleaf hydrangea,oakleaf hydrangea,1.25,1,1,.,2013
sollchrmd1,2013,sollchr-3,bush honeysuckle (Lonicera spp.),bush honeysuckle,bush honeysuckle,0.2,0.75,0.75,.,2013
sollchrmd1,2013,sollchr-3,southern magnolia,southern magnolia,southern magnolia,3,0.5,0.75,.,2013
sollchrmd1,2013,sollchr-3,laurel spp.,cherry laurel,cherry laurel,3,5,5,.,2013
sollchrmd1,2013,sollchr-3,tree of heaven,tree of heaven,tree of heaven,1,0.75,0.5,.,2013
sollchrmd1,2013,sollchr-3,anise,florida anise,florida anise,3,0.5,0.75,.,2013
sollchrmd1,2013,sollchr-2,bush honeysuckle (Lonicera spp.),bush honeysuckle,bush honeysuckle,3,2,1.5,.,2013
sollchrmd1,2013,sollchr-2,burning bush,burning bush,burning bush,3,2.5,5,.,2013
sollchrmd1,2013,sollchr-5,laurel spp.,cherry laurel,cherry laurel,0.5,2,1,.,2013
sollchrmd1,2013,sollchr-2,virginia sweetspire,virginia sweetspire,virginia sweetspire,0.75,1,0.25,.,2013
sollchrmd1,2013,sollchr-2,virginia sweetspire,virginia sweetspire,virginia sweetspire,0.75,0.75,2,.,2013
sollchrmd1,2013,sollchr-2,laurel spp.,cherry laurel,cherry laurel,1.5,1.5,1,.,2013
sollchrmd1,2013,sollchr-nestbox,oak leaf hydrangae,oakleaf hydrangea,oakleaf hydrangea,2.5,3,2,.,2013
sollchrmd1,2013,sollchr-nestbox,rhododendron spp.,rhododendron,rhododendron,2,1,1,.,2013
sollchrmd1,2013,sollchr-nestbox,laurel spp.,cherry laurel,cherry laurel,0.5,2,3,.,2013
sollchrmd1,2013,sollchr-nestbox,azaleas,azalea,azalea,0.75,0.25,0.25,.,2013
sollchrmd1,2013,sollchr-nestbox,american holly,american holly,american holly,3,2,2,.,2013
sollchrmd1,2013,sollchr-nestbox,viburnum spp.,Viburnum sp.,viburnum sp.,1,0.25,0.25,.,2013
sollchrmd1,2013,sollchr-nestbox,viburnum spp.,Viburnum sp.,viburnum sp.,1,0.5,".5",.,2013
sollchrmd1,2013,sollchr-nestbox,laurel spp.,cherry laurel,cherry laurel,0.75,5,1,.,2013
sollchrmd1,2013,sollchr-nestbox,rhododendron spp.,rhododendron,rhododendron,1,0.25,0.25,.,2013
sollchrmd1,2013,sollchr-nestbox,heavenly bamboo (nandina),nandina,nandina,1,3,1,.,2013
sollchrmd1,2013,sollchr-nestbox,camellia,camellia,camellia,1.5,0.5,0.5,.,2013
sollchrmd1,2013,sollchr-nestbox,rhododendron spp.,rhododendron,rhododendron,1.25,1,1,.,2013
sollchrmd1,2013,sollchr-nestbox,oak leaf hydrangae,oakleaf hydrangea,oakleaf hydrangea,0.75,0.25,1,.,2013
sollchrmd1,2013,sollchr-nestbox,japanese maple,japanese maple,japanese maple,0.5,1,1,.,2013
sollchrmd1,2013,sollchr-nestbox,virginia sweetspire,virginia sweetspire,virginia sweetspire,1,2,0.5,.,2013
sollchrmd1,2013,sollchr-nestbox,hydrangea,hydrangea,hydrangea,2,1.5,1.5,.,2013
sollchrmd1,2013,sollchr-1,azaleas,azalea,azalea,0.5,0.5,0.5,.,2013
sollchrmd1,2013,sollchr-1,azaleas,azalea,azalea,0.5,0.5,0.5,.,2013
sollchrmd1,2013,sollchr-1,azaleas,azalea,azalea,0.5,0.5,0.5,.,2013
sollchrmd1,2013,sollchr-1,azaleas,azalea,azalea,0.5,.,0.5,.,2013
sollchrmd1,2013,sollchr-1,azaleas,azalea,azalea,0.5,0.5,0.5,.,2013
wildannva1,2013,wildann-west,azaleas,azalea,azalea,0.7,7.2,0.5,.,2013
wildannva1,2013,wildann-west,boxwood,boxwood,boxwood,1.75,1.5,1.75,.,2013
wildannva1,2013,wildann-south,euonymous spp.,euonymus,euonymus,2.25,1.25,5.25,.,2013
wildannva1,2013,wildann-south,unknown ornamental shrub,unknown ornamental shrub,unknown ornamental shrub,1.3,0.8,0.7,.,2013
wildannva1,2013,wildann-south,azaleas,azalea,azalea,1.5,3,2,.,2013
wildannva1,2013,wildann-south,euonymous spp.,euonymus,euonymus,2.25,3.5,1.5,.,2013
wildannva1,2013,wildann-south,azaleas,azalea,azalea,1.5,1.5,2,.,2013
wildannva1,2013,wildann-south,azaleas,azalea,azalea,0.6,1,1,.,2013
wildannva1,2013,wildann-south,viburnum spp.,Viburnum sp.,viburnum sp.,1.4,1.8,1,.,2013
wildannva1,2013,wildann-south,hydrangea,hydrangea,hydrangea,1.5,3.5,1.5,.,2013
wildannva1,2013,wildann-south,azaleas,azalea,azalea,1.3,2.25,2,.,2013
wildannva1,2013,wildann-south,leyland cypress,leyland cypress,leyland cypress,2.2,1.8,1.5,.,2013
wildannva1,2013,wildann-south,hydrangea,hydrangea,hydrangea,1.5,1.25,1.5,.,2013
wildannva1,2013,wildann-south,hydrangea,hydrangea,hydrangea,1,1,0.7,.,2013
hillthrva1,2013,hillthr-north,multi-flora rose,multiflora rose,multiflora rose,1.25,2,1.5,.,2013
hillthrva1,2013,hillthr-north,white mulberry,white mulberry,white mulberry,1.3,0.5,0.4,.,2013
hillthrva1,2013,hillthr-north,bush honeysuckle (Lonicera spp.),bush honeysuckle,bush honeysuckle,1.2,1.25,1.5,.,2013
hillthrva1,2013,hillthr-north,crape myrtle spp.,crape myrtle,crape myrtle,2.75,5,3.5,.,2013
hillthrva1,2013,hillthr-north,grapevine,grapevine,grapevine,2,10,3,.,2013
hillthrva1,2013,hillthr-north,grapevine,grapevine,grapevine,5,9,3,.,2013
hillthrva1,2013,hillthr-north,bush honeysuckle (Lonicera spp.),bush honeysuckle,bush honeysuckle,2.5,5,2.5,.,2013
hillthrva1,2013,hillthr-north,"rubus spp. (blackberry, rasberry)",rubus sp.,rubus sp.,0.75,2,2,.,2013
hillthrva1,2013,hillthr-north,bush honeysuckle (Lonicera spp.),bush honeysuckle,bush honeysuckle,3,10,8,.,2013
hillthrva1,2013,hillthr-north,rose of sharon,rose of sharon,rose of sharon,1.4,1,1,.,2013
angeparva1,2013,angepar-nestbox,multi-flora rose,multiflora rose,multiflora rose,1.3,1.5,1.5,.,2013
angeparva1,2013,angepar-nestbox,multi-flora rose,multiflora rose,multiflora rose,1.5,2.5,2,.,2013
angeparva1,2013,angepar-nestbox,multi-flora rose,multiflora rose,multiflora rose,1.3,3.5,2,.,2013
angeparva1,2013,angepar-nestbox,multi-flora rose,multiflora rose,multiflora rose,1.5,2.4,2.5,.,2013
angeparva1,2013,angepar-nestbox,"rubus spp. (blackberry, rasberry)",rubus sp.,rubus sp.,1.4,3,2,.,2013
angeparva1,2013,angepar-nestbox,bush honeysuckle (Lonicera spp.),bush honeysuckle,bush honeysuckle,1.5,5,2,.,2013
hillthrva1,2013,hillthr-east,bush honeysuckle (Lonicera spp.),bush honeysuckle,bush honeysuckle,2.5,12,"11",.,2013
hillthrva1,2013,hillthr-east,multi-flora rose,multiflora rose,multiflora rose,2,1,"1
1",.,2013
hillthrva1,2013,hillthr-east,multi-flora rose,multiflora rose,multiflora rose,2,2,2,.,2013
hillthrva1,2013,hillthr-east,multi-flora rose,multiflora rose,multiflora rose,3,2,2,.,2013
hillthrva1,2013,hillthr-east,grapevine,grapevine,grapevine,1,10,10,.,2013
hillthrva1,2013,hillthr-east,grapevine,grapevine,grapevine,1.5,4,2.5,.,2013
hillthrva1,2013,hillthr-east,bush honeysuckle (Lonicera spp.),bush honeysuckle,bush honeysuckle,3,3,3,.,2013
hillthrva1,2013,hillthr-east,multi-flora rose,multiflora rose,multiflora rose,3.5,3,3,.,2013
hillthrva1,2013,hillthr-east,grapevine,grapevine,grapevine,1,5,5,.,2013
champarva1,2013,champar-nestbox,"rubus spp. (blackberry, rasberry)",rubus sp.,rubus sp.,1.4,4,2.5,.,2013
champarva1,2013,champar-nestbox,bush honeysuckle (Lonicera spp.),bush honeysuckle,bush honeysuckle,2,3,1.5,.,2013
champarva1,2013,champar-nestbox,bush honeysuckle (Lonicera spp.),bush honeysuckle,bush honeysuckle,1.75,2.5,3,.,2013
champarva1,2013,champar-nestbox,bush honeysuckle (Lonicera spp.),bush honeysuckle,bush honeysuckle,2.5,5,3,.,2013
champarva1,2013,champar-nestbox,multi-flora rose,multiflora rose,multiflora rose,1.5,2,3,.,2013
champarva1,2013,champar-nestbox,"rubus spp. (blackberry, rasberry)",rubus sp.,rubus sp.,1.2,1,2,.,2013
champarva1,2013,champar-nestbox,grapevine,grapevine,grapevine,4,1.5,2.5,.,2013
champarva1,2013,champar-nestbox,grapevine,grapevine,grapevine,1.2,3,1.2,.,2013
hillthrva1,2013,hillthr-nestbox4,bush honeysuckle (Lonicera spp.),bush honeysuckle,bush honeysuckle,2.25,2.5,3,.,2013
hillthrva1,2013,hillthr-nestbox4,grapevine,grapevine,grapevine,0.75,4,2,.,2013
hillthrva1,2013,hillthr-nestbox4,multi-flora rose,multiflora rose,multiflora rose,1,0.7,1.8,.,2013
hillthrva1,2013,hillthr-nestbox4,bush honeysuckle (Lonicera spp.),bush honeysuckle,bush honeysuckle,0.75,1,1,.,2013
hillthrva1,2013,hillthr-nestbox4,bush honeysuckle (Lonicera spp.),bush honeysuckle,bush honeysuckle,0.5,0.6,2,.,2013
hillthrva1,2013,hillthr-west,bush honeysuckle (Lonicera spp.),bush honeysuckle,bush honeysuckle,2.25,1.75,"1.25",.,2013
hillthrva1,2013,hillthr-west,bush honeysuckle (Lonicera spp.),bush honeysuckle,bush honeysuckle,1.4,1.25,2,.,2013
hillthrva1,2013,hillthr-west,bush honeysuckle (Lonicera spp.),bush honeysuckle,bush honeysuckle,0.75,2,1.25,.,2013
hillthrva1,2013,hillthr-west,bush honeysuckle (Lonicera spp.),bush honeysuckle,bush honeysuckle,1,2,1.25,.,2013
hillthrva1,2013,hillthr-west,bush honeysuckle (Lonicera spp.),bush honeysuckle,bush honeysuckle,1.25,2,1.25,.,2013
hillthrva1,2013,hillthr-west?,bush honeysuckle (Lonicera spp.),bush honeysuckle,bush honeysuckle,0.25,1,0.5,.,2013
hillthrva1,2013,hillthr-west?,wineberry,wineberry,wineberry,0.5,1,0.5,.,2013
hillthrva1,2013,hillthr-west?,wineberry,wineberry,wineberry,1.5,1,1,.,2013
lindhanmd1,2013,lindhan-nestbox,american holly,american holly,american holly,2,1,1,.,2013
lindhanmd1,2013,lindhan-nestbox,azaleas,azalea,azalea,0.75,1.5,0.6,.,2013
lindhanmd1,2013,lindhan-nestbox,english yew,yew,yew,1.75,2.5,1.75,.,2013
lindhanmd1,2013,lindhan-nestbox,azaleas,azalea,azalea,1.5,1,1.5,.,2013
lindhanmd1,2013,lindhan-nestbox,azaleas,azalea,azalea,2,1,2,.,2013
lindhanmd1,2013,lindhan-nestbox,heavenly bamboo (nandina),nandina,nandina,1.5,0.75,2,.,2013
lindhanmd1,2013,lindhan-nestbox,ornamental holly varieties,ornamental holly,ornamental holly,2.5,2,2,.,2013
lindhanmd1,2013,lindhan-nestbox,laurel spp.,cherry laurel,cherry laurel,1,1.25,1.5,.,2013
younelimd1,2013,youneli-nestbox,laurel spp.,cherry laurel,cherry laurel,1,0.6,0.5,.,2013
younelimd1,2013,youneli-nestbox,azaleas,azalea,azalea,0.75,0.5,0.5,.,2013
younelimd1,2013,youneli-nestbox,azaleas,azalea,azalea,0.75,0.5,0.5,.,2013
younelimd1,2013,youneli-nestbox,azaleas,azalea,azalea,0.75,0.5,0.5,.,2013
younelimd1,2013,youneli-nestbox,azaleas,azalea,azalea,0.75,0.5,0.5,.,2013
younelimd1,2013,youneli-nestbox,burning bush,burning bush,burning bush,2,2.5,1.5,.,2013
younelimd1,2013,youneli-nestbox,laurel spp.,cherry laurel,cherry laurel,0.6,0.5,0.5,.,2013
younelimd1,2013,youneli-nestbox,laurel spp.,cherry laurel,cherry laurel,0.6,0.5,0.5,.,2013
younelimd1,2013,youneli-nestbox,laurel spp.,cherry laurel,cherry laurel,0.6,0.5,0.5,.,2013
younelimd1,2013,youneli-nestbox,laurel spp.,cherry laurel,cherry laurel,0.6,0.2,0.2,.,2013
younelimd1,2013,youneli-nestbox,laurel spp.,cherry laurel,cherry laurel,1.5,1,1,.,2013
younelimd1,2013,youneli-nestbox,hydrangea,hydrangea,hydrangea,1,1,1,.,2013
younelimd1,2013,youneli-nestbox,azaleas,azalea,azalea,0.75,1,0.75,.,2013
younelimd1,2013,youneli-nestbox,azaleas,azalea,azalea,0.75,1,0.75,.,2013
younelimd1,2013,youneli-nestbox,azaleas,azalea,azalea,0.75,1,0.75,.,2013
younelimd1,2013,youneli-nestbox,azaleas,azalea,azalea,0.75,1,0.75,.,2013
younelimd1,2013,youneli-nestbox,bush honeysuckle (Lonicera spp.),bush honeysuckle,bush honeysuckle,1.5,1,1,.,2013
montsuzmd1,2013,montsuz-2,sweet gum,sweetgum,sweetgum,0.5,0.25,0.25,.,2013
montsuzmd1,2013,montsuz-2,sweet gum,sweetgum,sweetgum,0.5,0.25,0.25,.,2013
montsuzmd1,2013,montsuz-2,sweet gum,sweetgum,sweetgum,0.5,0.25,0.25,.,2013
montsuzmd1,2013,montsuz-2,sweet gum,sweetgum,sweetgum,0.5,0.25,0.25,.,2013
montsuzmd1,2013,montsuz-2,sweet gum,sweetgum,sweetgum,0.5,0.25,0.25,.,2013
montsuzmd1,2013,montsuz-2,devil's walking stick,devil's walking stick,devil's walking stick,1,0.75,0.75,.,2013
montsuzmd1,2013,montsuz-2,american holly,american holly,american holly,1,0.75,0.75,.,2013
montsuzmd1,2013,montsuz-2,multi-flora rose,multiflora rose,multiflora rose,1.5,1,1,.,2013
montsuzmd1,2013,montsuz-2,poison ivy,poison ivy,poison ivy,5,3,3,.,2013
montsuzmd1,2013,montsuz-19,poison ivy,poison ivy,poison ivy,3,0.5,0.1,.,2013
montsuzmd1,2013,montsuz-19,ash spp.,ash sp.,ash sp.,1.5,0.25,0.25,.,2013
montsuzmd1,2013,montsuz-19,multi-flora rose,multiflora rose,multiflora rose,0.5,0.25,0.25,.,2013
montsuzmd1,2013,montsuz-19,virginia creeper,virginia creeper,virginia creeper,2,0.5,0.5,.,2013
montsuzmd1,2013,montsuz-19,bush honeysuckle (Lonicera spp.),bush honeysuckle,bush honeysuckle,1.5,2,1,.,2013
montsuzmd1,2013,montsuz-19,white pine,white pine,white pine,1.5,0.25,0.25,.,2013
montsuzmd1,2013,montsuz-19,trumpet vine,trumpet vine,trumpet vine,3,0.5,0.5,.,2013
montsuzmd1,2013,montsuz-19,green briar (Smilax spp.),green briar,green briar,2,3,2,.,2013
montsuzmd1,2013,montsuz-19,grapevine,grapevine,grapevine,10,5,5,.,2013
montsuzmd1,2013,montsuz-19,"rubus spp. (blackberry, rasberry)",rubus sp.,rubus sp.,1.5,2,1,.,2013
montsuzmd1,2013,montsuz-19,bush honeysuckle (Lonicera spp.),bush honeysuckle,bush honeysuckle,0.5,0.5,0.5,.,2013
montsuzmd1,2013,montsuz-1,japanese cherry Spp.,japanese cherry,japanese cherry,0.5,0.1,0.1,.,2013
montsuzmd1,2013,montsuz-1,privit,privet,privet,1,1,1,.,2013
montsuzmd1,2013,montsuz-1,devil's walking stick,devil's walking stick,devil's walking stick,1.5,1,1,.,2013
montsuzmd1,2013,montsuz-1,devil's walking stick,devil's walking stick,devil's walking stick,0.5,2,0.5,.,2013
montsuzmd1,2013,montsuz-1,green briar (Smilax spp.),green briar,green briar,2,1,0.75,.,2013
montsuzmd1,2013,montsuz-1,poison ivy,poison ivy,poison ivy,3,0.1,0.1,.,2013
montsuzmd1,2013,montsuz-1,japanese cherry Spp.,japanese cherry,japanese cherry,0.5,0.1,0.1,.,2013
montsuzmd1,2013,montsuz-1,japanese cherry Spp.,japanese cherry,japanese cherry,0.5,0.1,0.1,.,2013
montsuzmd1,2013,montsuz-1,japanese cherry Spp.,japanese cherry,japanese cherry,0.5,0.1,0.1,.,2013
montsuzmd1,2013,montsuz-1,japanese cherry Spp.,japanese cherry,japanese cherry,0.5,0.1,0.1,.,2013
montsuzmd1,2013,montsuz-1,japanese cherry Spp.,japanese cherry,japanese cherry,0.5,0.1,0.1,.,2013
montsuzmd1,2013,montsuz-1,japanese cherry Spp.,japanese cherry,japanese cherry,2,3,1,.,2013
montsuzmd1,2013,montsuz-1,"rubus spp. (blackberry, rasberry)",rubus sp.,rubus sp.,0.75,3,2,.,2013
montsuzmd1,2013,montsuz-1,laurel spp.,cherry laurel,cherry laurel,2.5,3,4,.,2013
montsuzmd1,2013,montsuz-1,wisteria (non-native),wisteria,wisteria,3.5,3,.,.,2013
montsuzmd1,2013,montsuz-15,"rubus spp. (blackberry, rasberry)",rubus sp.,rubus sp.,1.5,3,2,.,2013
montsuzmd1,2013,montsuz-15,bush honeysuckle (Lonicera spp.),bush honeysuckle,bush honeysuckle,1,2,1,.,2013
montsuzmd1,2013,montsuz-15,willow oak,willow oak,willow oak,1,0.5,0.5,.,2013
